age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,remote_work,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary
45,no,travel_rarely,684.25,NA,2,2,NA,350,Medium,female,85.53055387553012,low,intermediate,sales_representative,high,single,5526.67,14369.33,0,no,13,"3,0",low,full_time,0,9.0,3,good,8,3,1,1978,66320.0,yes,83.042301980198,9.0,5526.67,66320.0,83.042301980198,9.0,5526.67,66320.0
36,no,non_travel,782.79,NA,8,4,NA,351,Low,female,97.8472345654506,medium,senior,sales_executive,low,single,6322.5,16438.5,1,no,15,"3,0",medium,part_time,0,10.0,1,good,10,0,9,1987,75870.0,no,83.042301980198,10.0,6322.5,75870.0,83.042301980198,10.0,6322.5,75870.0
29,no,NA,447.26,NA,27,3,medical,352,Medium,male,55.9062015825529,high,intermediate,healthcare_representative,high,married,3612.5,9392.5,4,no,12,"3,0",low,part_time,1,11.0,3,low,8,1,1,1994,43350.0,yes,83.042301980198,11.0,3612.5,43350.0,83.042301980198,11.0,3612.5,43350.0
38,no,NA,616.98,NA,2,4,life_sciences,353,Low,male,77.12200705484862,very_high,intermediate,manufacturing_director,low,single,4983.33,12956.67,6,no,12,"3,0",very_high,full_time,0,17.0,2,good,15,4,12,1985,59800.0,yes,83.042301980198,17.0,4983.33,59800.0,83.042301980198,17.0,4983.33,59800.0
40,no,NA,437.87,NA,13,2,medical,354,NA,male,64.86888551463271,very_high,intermediate,healthcare_representative,medium,NA,3536.67,9195.33,1,no,24,"4,0",very_high,part_time,1,8.0,2,good,8,3,7,1983,50299.52061177731,yes,83.042301980198,8.0,3536.67,65245.87531343283,83.042301980198,8.0,3536.67,65245.87531343283
42,no,travel_frequently,1973.98,NA,8,3,NA,355,Medium,female,162.5807201654596,high,executive,manager,very_high,NA,15943.72,41453.67,1,no,13,"3,0",medium,part_time,1,24.0,4,low,24,14,9,1981,126062.19404221926,yes,83.042301980198,24.0,15943.72,65245.87531343283,83.042301980198,24.0,15943.72,65245.87531343283
36,no,travel_rarely,539.4,NA,1,3,other,356,High,male,67.42318054748978,high,intermediate,manufacturing_director,medium,NA,4356.67,11327.33,0,no,15,"3,0",low,part_time,1,9.693916475886766,2,good,9,0,5,1987,52280.0,no,83.042301980198,11.318933823529411,4356.67,52280.0,83.042301980198,11.318933823529411,4356.67,52280.0
29,no,travel_rarely,278.57,NA,23,2,NA,357,High,female,34.819555288248644,very_high,entry_level,research_scientist,high,married,2250.0,5850.0,1,no,24,"4,0",high,part_time,1,10.0,3,good,10,0,7,1994,27000.0,yes,83.042301980198,10.0,2250.0,27000.0,83.042301980198,10.0,2250.0,27000.0
55,yes,NA,556.26,NA,2,1,medical,358,High,female,69.53,high,intermediate,sales_executive,very_high,single,4758.585368284393,11681.39,4,no,16,"3,0",high,part_time,0,9.824375221901732,3,low,9,7,3,1968,53914.11,no,69.53,11.318933823529411,5697.60022687609,53914.11,69.53,11.318933823529411,5697.60022687609,53914.11
28,no,NA,556.26,sales,2,4,NA,359,Medium,male,69.53063155643997,high,intermediate,sales_executive,medium,NA,4758.591114953805,11681.39,1,no,20,"4,0",low,part_time,0,8.0,2,good,8,7,5,1995,53914.11,yes,83.042301980198,8.0,5697.60022687609,53914.11,83.042301980198,8.0,5697.60022687609,53914.11
26,yes,NA,244.11,NA,5,2,medical,360,High,male,30.51187889730559,medium,entry_level,research_scientist,high,married,1971.67,5126.33,1,no,14,"3,0",low,part_time,1,8.0,2,good,8,1,7,1997,23660.0,yes,83.042301980198,8.0,1971.67,23660.0,83.042301980198,8.0,1971.67,23660.0
44,no,NA,290.04,NA,9,2,NA,361,Medium,female,61.680327742777905,high,entry_level,research_scientist,low,NA,2342.59,6090.75,1,yes,13,"3,0",very_high,part_time,0,8.0,0,good,8,7,1,1979,47827.20295340295,yes,83.042301980198,8.0,2342.59,65245.87531343283,83.042301980198,8.0,2342.59,65245.87531343283
41,yes,NA,290.04,research_&_development,2,4,life_sciences,362,Medium,male,75.07663579073002,low,entry_level,laboratory_technician,very_high,divorced,2342.59,6090.75,4,yes,13,"3,0",high,part_time,1,11.499585808984802,1,low,7,1,0,1982,58214.2494277887,yes,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283
31,no,travel_rarely,240.29,NA,7,4,NA,363,Medium,female,30.03459776218407,medium,entry_level,sales_representative,high,NA,1940.83,5046.17,3,no,15,"3,0",medium,part_time,0,5.571859768929722,2,excellent,7,5,2,1992,23290.0,no,83.042301980198,11.318933823529411,1940.83,23290.0,83.042301980198,11.318933823529411,1940.83,23290.0
26,no,travel_frequently,443.03,sales,28,3,medical,364,NA,female,55.37732292247072,medium,intermediate,sales_executive,low,NA,3830.135632115908,9303.67,1,no,12,"3,0",medium,part_time,0,8.269322733841388,2,good,7,0,7,1997,42940.0,yes,83.042301980198,11.318933823529411,5697.60022687609,42940.0,83.042301980198,11.318933823529411,5697.60022687609,42940.0
31,no,NA,556.26,NA,12,3,medical,365,Very High,male,69.53070719463136,high,intermediate,healthcare_representative,very_high,NA,4758.584824144332,11681.39,0,no,11,"3,0",high,part_time,2,10.0,2,very_low,9,8,5,1992,53914.11,no,83.042301980198,10.0,5697.60022687609,53914.11,83.042301980198,10.0,5697.60022687609,53914.11
32,no,NA,693.85,NA,3,4,medical,366,High,male,86.72994001169837,high,intermediate,manufacturing_director,low,married,5886.862017010194,14570.83,1,no,12,"3,0",high,full_time,1,8.0,2,excellent,8,6,3,1991,67250.0,no,83.042301980198,8.0,5697.60022687609,67250.0,83.042301980198,8.0,5697.60022687609,67250.0
36,yes,travel_rarely,1065.28,NA,3,1,life_sciences,367,High,female,133.15950564474156,medium,senior,sales_executive,very_high,married,8604.17,22370.83,1,no,11,"3,0",low,full_time,1,16.94129007522011,6,good,16,3,7,1987,103250.0,no,83.042301980198,11.318933823529411,8604.17,103250.0,83.042301980198,11.318933823529411,8604.17,103250.0
45,no,non_travel,458.82,NA,47,2,NA,368,NA,female,57.35057339783419,high,intermediate,laboratory_technician,medium,NA,3959.5792147938064,9635.17,1,no,12,"3,0",medium,part_time,0,8.48612667510191,5,low,9,0,8,1978,44470.0,yes,83.042301980198,11.318933823529411,5697.60022687609,44470.0,83.042301980198,11.318933823529411,5697.60022687609,44470.0
39,no,travel_rarely,1032.49,NA,2,5,NA,369,Low,female,129.06,very_high,senior,sales_executive,high,single,8663.72093506486,21682.23,0,no,18,"3,0",very_high,part_time,0,9.0,3,good,8,0,7,1984,100071.84,no,129.06,9.0,5697.60022687609,100071.84,129.06,9.0,5697.60022687609,100071.84
36,no,non_travel,556.26,NA,8,4,technical_degree,370,Low,female,69.53078077527917,high,intermediate,sales_executive,very_high,divorced,4492.84,11681.39,4,no,13,"3,0",very_high,part_time,2,12.0,3,good,7,0,7,1987,53914.11,yes,83.042301980198,12.0,4492.84,53914.11,83.042301980198,12.0,4492.84,53914.11
46,no,NA,1118.93,NA,7,2,medical,371,Very High,female,139.87,high,senior,manufacturing_director,high,NA,9037.5,23497.5,6,no,13,"3,0",medium,full_time,1,17.680674181896624,3,good,8,0,7,1977,108450.0,no,139.87,11.318933823529411,9037.5,108450.0,139.87,11.318933823529411,9037.5,108450.0
54,no,travel_rarely,1032.49,NA,17,3,technical_degree,372,High,male,129.06082138932865,high,senior,manufacturing_director,high,NA,8339.32,21682.23,8,no,11,"3,0",high,part_time,1,22.0,2,good,10,0,8,1969,100071.84,yes,83.042301980198,22.0,8339.32,100071.84,83.042301980198,22.0,8339.32,100071.84
30,no,travel_rarely,1032.49,NA,8,2,NA,373,Medium,male,129.06061298298104,very_high,senior,research_director,low,NA,8339.32,21682.23,0,yes,12,"3,0",high,part_time,3,16.489391944301513,4,low,8,1,7,1993,100071.84,yes,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
26,no,NA,564.57,NA,2,2,medical,374,Very High,female,70.57,very_high,intermediate,manufacturing_director,very_high,married,4826.7666038308225,11856.0,1,no,12,"3,0",medium,full_time,0,9.938571383924323,2,good,8,1,3,1997,54720.0,no,70.57,11.318933823529411,5697.60022687609,54720.0,70.57,11.318933823529411,5697.60022687609,54720.0
55,no,travel_frequently,658.77,NA,18,4,medical,375,High,female,82.34508130043268,high,intermediate,healthcare_representative,medium,married,5320.83,13834.17,3,no,14,"3,0",very_high,full_time,2,11.339045823255018,3,good,8,6,7,1968,63850.0,yes,83.042301980198,11.318933823529411,5320.83,63850.0,83.042301980198,11.318933823529411,5320.83,63850.0
50,no,non_travel,654.85,sales,1,3,life_sciences,376,Very High,male,81.85499106574659,high,intermediate,sales_executive,high,married,5567.048542166402,13751.83,0,no,12,"3,0",low,full_time,1,11.178463200559353,3,good,18,0,13,1973,63470.0,yes,83.042301980198,11.318933823529411,5697.60022687609,63470.0,83.042301980198,11.318933823529411,5697.60022687609,63470.0
32,no,non_travel,290.04,NA,29,4,NA,377,Very High,male,36.25258236870195,high,entry_level,laboratory_technician,high,single,2575.54705761034,6090.75,9,no,12,"3,0",medium,part_time,0,10.0,2,good,8,7,7,1991,28111.13,yes,83.042301980198,10.0,5697.60022687609,28111.13,83.042301980198,10.0,5697.60022687609,28111.13
53,no,travel_frequently,776.39,NA,2,3,marketing,378,High,male,97.05,medium,senior,sales_executive,medium,NA,6563.625576835076,16304.17,2,no,12,"3,0",low,part_time,1,30.0,2,good,15,6,12,1970,75250.0,yes,97.05,30.0,5697.60022687609,75250.0,97.05,30.0,5697.60022687609,75250.0
40,no,travel_rarely,556.26,NA,26,3,NA,379,High,female,69.53062949879897,high,intermediate,sales_executive,low,married,4492.84,11681.39,1,no,14,"3,0",medium,part_time,1,8.0,3,low,7,7,5,1983,53914.11,no,83.042301980198,8.0,4492.84,53914.11,83.042301980198,8.0,4492.84,53914.11
55,no,NA,1582.77,NA,2,1,NA,380,High,female,102.95816226378088,medium,manager,manager,low,single,12783.92,33238.2,7,no,15,"3,0",medium,part_time,0,11.260714768989226,3,excellent,9,6,2,1968,79832.80474607905,yes,83.042301980198,11.318933823529411,12783.92,65245.87531343283,83.042301980198,11.318933823529411,12783.92,65245.87531343283
28,yes,non_travel,1032.49,NA,24,2,NA,381,Medium,female,129.06036755988805,medium,senior,healthcare_representative,low,single,8339.32,21682.23,1,no,12,"3,0",low,part_time,0,10.0,2,low,10,1,9,1995,100071.84,no,83.042301980198,10.0,8339.32,100071.84,83.042301980198,10.0,8339.32,100071.84
28,no,travel_rarely,377.62,NA,10,3,other,382,High,male,76.96563562526266,high,intermediate,research_scientist,high,single,3050.0,7930.0,3,no,13,"3,0",very_high,part_time,0,11.483402069709895,4,excellent,8,1,7,1995,59678.927032817155,yes,83.042301980198,11.318933823529411,3050.0,65245.87531343283,83.042301980198,11.318933823529411,3050.0,65245.87531343283
35,yes,NA,1032.49,NA,4,3,technical_degree,383,Very High,female,129.06033225251912,high,senior,sales_executive,low,NA,8663.72093510107,21682.23,0,no,22,"4,0",low,part_time,0,9.0,2,good,8,4,7,1988,100071.84,yes,83.042301980198,9.0,5697.60022687609,100071.84,83.042301980198,9.0,5697.60022687609,100071.84
33,yes,travel_frequently,556.26,research_&_development,36,4,medical,384,NA,male,69.53,medium,intermediate,research_scientist,high,single,4492.84,11681.39,1,no,22,"4,0",medium,part_time,0,14.0,4,good,13,3,8,1990,53914.11,yes,69.53,14.0,4492.84,53914.11,69.53,14.0,4492.84,53914.11
25,yes,NA,290.04,research_&_development,4,1,technical_degree,385,Very High,female,36.252468911414866,high,entry_level,laboratory_technician,very_high,married,2575.5564938245498,6090.75,1,no,15,"3,0",medium,part_time,1,7.0,3,excellent,7,5,6,1998,28111.13,yes,83.042301980198,7.0,5697.60022687609,28111.13,83.042301980198,7.0,5697.60022687609,28111.13
38,no,NA,901.75,sales,10,4,NA,386,High,female,112.71744724898818,medium,senior,sales_executive,high,NA,7283.33,18936.67,0,yes,14,"3,0",medium,part_time,2,9.0,2,good,8,2,7,1985,87400.0,yes,83.042301980198,9.0,7283.33,87400.0,83.042301980198,9.0,7283.33,87400.0
28,no,NA,1032.49,NA,12,3,NA,387,NA,male,129.06061079069934,high,senior,manufacturing_director,medium,NA,8663.697759292683,21682.23,0,no,17,"3,0",medium,part_time,3,16.365014291661943,3,low,9,1,7,1995,100071.84,yes,83.042301980198,11.318933823529411,5697.60022687609,100071.84,83.042301980198,11.318933823529411,5697.60022687609,100071.84
43,no,travel_frequently,1032.49,NA,27,3,life_sciences,388,High,male,129.06,high,senior,manufacturing_director,low,married,8663.692626385056,21682.23,8,no,11,"3,0",high,part_time,1,18.0,1,good,8,0,1,1980,100071.84,no,129.06,18.0,5697.60022687609,100071.84,129.06,18.0,5697.60022687609,100071.84
39,yes,travel_frequently,1582.77,research_&_development,2,3,life_sciences,389,Low,female,197.85,high,manager,healthcare_representative,very_high,NA,12783.92,33238.2,7,no,11,"3,0",very_high,full_time,3,21.0,4,good,18,11,5,1984,153407.07,no,197.85,21.0,12783.92,153407.07,197.85,21.0,12783.92,153407.07
40,no,travel_rarely,1973.98,NA,14,3,NA,390,High,female,246.74988628954793,medium,executive,research_director,high,NA,16384.015911265287,41453.67,1,no,14,"3,0",low,full_time,0,29.295708641321554,2,good,20,4,9,1983,191324.62,yes,83.042301980198,11.318933823529411,5697.60022687609,191324.62,83.042301980198,11.318933823529411,5697.60022687609,191324.62
29,no,travel_rarely,556.26,NA,8,1,medical,391,Medium,female,75.49480443278345,medium,intermediate,manufacturing_director,very_high,married,4492.84,11681.39,1,no,15,"3,0",high,part_time,1,10.0,2,low,10,1,2,1994,58538.51758955006,yes,83.042301980198,10.0,4492.84,65245.87531343283,83.042301980198,10.0,4492.84,65245.87531343283
40,no,NA,1392.75,NA,32,4,NA,392,Medium,male,174.09472548162435,high,senior,research_director,high,NA,11249.17,29247.83,9,no,17,"3,0",high,full_time,0,20.0,3,low,18,2,13,1983,134990.0,no,83.042301980198,20.0,11249.17,134990.0,83.042301980198,20.0,11249.17,134990.0
26,no,travel_rarely,290.04,NA,3,4,NA,393,Low,female,36.25250492673661,very_high,entry_level,laboratory_technician,very_high,NA,2342.59,6090.75,1,no,22,"4,0",medium,part_time,1,8.0,2,good,8,0,7,1997,28111.13,yes,83.042301980198,8.0,2342.59,28111.13,83.042301980198,8.0,2342.59,28111.13
35,no,travel_rarely,1032.49,NA,2,3,NA,394,High,female,105.94771264744382,medium,senior,manufacturing_director,medium,divorced,8339.32,21682.23,2,no,18,"3,0",medium,part_time,1,15.0,2,excellent,7,6,4,1988,82150.74144901632,yes,83.042301980198,15.0,8339.32,65245.87531343283,83.042301980198,15.0,8339.32,65245.87531343283
53,no,NA,1973.98,research_&_development,7,2,medical,395,Very High,male,246.7497582396517,high,executive,manager,high,divorced,15943.72,41453.67,3,no,18,"3,0",medium,full_time,1,26.0,6,good,7,4,7,1970,191324.62,no,83.042301980198,26.0,15943.72,191324.62,83.042301980198,26.0,15943.72,191324.62
35,no,NA,556.26,NA,17,4,life_sciences,396,High,female,69.53089629010984,high,intermediate,sales_executive,low,NA,4758.569097120648,11681.39,3,no,15,"3,0",very_high,part_time,3,15.0,2,good,7,1,7,1988,53914.11,yes,83.042301980198,15.0,5697.60022687609,53914.11,83.042301980198,15.0,5697.60022687609,53914.11
33,no,NA,556.26,NA,25,3,medical,397,Medium,male,69.53070234868028,high,intermediate,sales_executive,high,NA,4492.84,11681.39,1,no,12,"3,0",low,part_time,1,9.92627118801342,3,low,10,0,1,1990,53914.11,yes,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11
36,no,NA,290.04,research_&_development,6,4,life_sciences,398,High,female,36.25243744756671,low,entry_level,laboratory_technician,high,divorced,2575.559122400347,6090.75,1,no,14,"3,0",high,part_time,1,6.1680433479329615,4,good,7,1,7,1987,28111.13,yes,83.042301980198,11.318933823529411,5697.60022687609,28111.13,83.042301980198,11.318933823529411,5697.60022687609,28111.13
30,no,travel_rarely,360.18,NA,7,4,life_sciences,399,High,female,45.02,high,intermediate,laboratory_technician,high,divorced,2909.17,7563.83,1,no,13,"3,0",low,part_time,3,7.22409345383598,4,low,10,8,9,1993,34910.0,yes,45.02,11.318933823529411,2909.17,34910.0,45.02,11.318933823529411,2909.17,34910.0
60,no,NA,538.57,NA,29,4,NA,400,NA,female,83.18603147363437,very_high,intermediate,sales_executive,very_high,divorced,4350.0,11310.0,0,no,18,"3,0",medium,part_time,1,12.0,3,good,11,1,9,1963,64502.03735496683,yes,83.042301980198,12.0,4350.0,65245.87531343283,83.042301980198,12.0,4350.0,65245.87531343283
32,no,NA,556.26,NA,2,2,life_sciences,401,Very High,male,69.53,high,intermediate,research_scientist,high,single,4758.584824067207,11681.39,4,yes,14,"3,0",very_high,part_time,0,10.0,2,good,8,0,7,1991,53914.11,no,69.53,10.0,5697.60022687609,53914.11,69.53,10.0,5697.60022687609,53914.11
36,no,NA,1057.75,NA,1,3,technical_degree,402,High,male,132.21802626340332,low,senior,manufacturing_director,low,divorced,8543.33,22212.67,2,yes,21,"4,0",high,full_time,1,17.0,2,good,7,7,7,1987,102520.0,yes,83.042301980198,17.0,8543.33,102520.0,83.042301980198,17.0,8543.33,102520.0
27,no,travel_rarely,290.04,NA,14,3,NA,403,Low,female,75.07663579073002,high,entry_level,research_scientist,low,NA,2342.59,6090.75,1,no,14,"3,0",very_high,part_time,2,11.499585808984802,3,low,9,6,8,1996,58214.2494277887,yes,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283
43,no,NA,2036.67,research_&_development,3,3,life_sciences,404,High,female,254.58534452854386,low,executive,research_director,very_high,NA,16450.0,42770.0,3,no,14,"3,0",medium,full_time,1,30.32838620083853,2,good,8,0,7,1980,197400.0,yes,83.042301980198,11.318933823529411,16450.0,197400.0,83.042301980198,11.318933823529411,16450.0,197400.0
29,no,travel_rarely,1582.77,NA,1,3,NA,405,Very High,male,197.8468228656055,medium,manager,research_director,very_high,divorced,13176.09979121679,33238.2,3,no,14,"3,0",medium,full_time,2,9.0,2,low,7,1,7,1994,153407.07,yes,83.042301980198,9.0,5697.60022687609,153407.07,83.042301980198,9.0,5697.60022687609,153407.07
59,no,NA,1032.49,NA,24,4,NA,406,NA,female,129.06061298298104,high,senior,manufacturing_director,very_high,single,8339.32,21682.23,6,no,12,"3,0",very_high,part_time,0,16.489391944301513,6,low,9,5,4,1964,100071.84,no,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
43,no,travel_rarely,1032.49,NA,4,4,marketing,407,Very High,male,129.0608592084487,medium,senior,sales_executive,very_high,single,8339.32,21682.23,3,no,14,"3,0",very_high,part_time,0,23.0,3,excellent,21,15,17,1980,100071.84,yes,83.042301980198,23.0,8339.32,100071.84,83.042301980198,23.0,8339.32,100071.84
44,yes,travel_rarely,1032.49,NA,15,3,medical,408,Low,male,129.06,high,senior,healthcare_representative,very_high,married,8339.32,21682.23,1,no,11,"3,0",very_high,part_time,1,16.489391944136273,2,good,10,0,5,1979,100071.84,yes,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84
29,yes,NA,290.04,research_&_development,7,3,technical_degree,409,Medium,male,69.75298114713192,high,entry_level,laboratory_technician,high,divorced,2342.59,6090.75,3,yes,13,"3,0",low,part_time,2,10.0,2,good,7,7,7,1994,54086.46995043085,yes,83.042301980198,10.0,2342.59,65245.87531343283,83.042301980198,10.0,2342.59,65245.87531343283
32,no,travel_rarely,640.61,NA,8,3,NA,410,High,female,80.07519838551295,very_high,intermediate,sales_executive,very_high,married,5174.17,13452.83,1,no,15,"3,0",high,full_time,2,11.088790617724317,4,excellent,10,0,8,1991,62090.0,no,83.042301980198,11.318933823529411,5174.17,62090.0,83.042301980198,11.318933823529411,5174.17,62090.0
36,no,travel_rarely,731.92,NA,10,4,technical_degree,411,Very High,male,91.48909632781529,high,senior,healthcare_representative,high,married,6199.0377987702595,15370.33,3,no,12,"3,0",low,part_time,0,12.236976560831305,0,good,7,1,7,1987,70940.0,yes,83.042301980198,11.318933823529411,5697.60022687609,70940.0,83.042301980198,11.318933823529411,5697.60022687609,70940.0
52,yes,NA,1032.49,sales,5,3,NA,412,Medium,female,129.06061298298104,high,senior,sales_executive,medium,single,8339.32,21682.23,9,yes,19,"3,0",high,part_time,0,16.489391944301513,2,low,8,7,7,1971,100071.84,yes,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
39,no,travel_rarely,467.79,NA,33,2,NA,413,Low,female,58.47261950819941,high,intermediate,manufacturing_director,high,single,3778.33,9823.67,0,no,11,"3,0",low,part_time,0,8.707127335445325,6,good,8,1,7,1984,45340.0,yes,83.042301980198,11.318933823529411,3778.33,45340.0,83.042301980198,11.318933823529411,3778.33,45340.0
34,no,NA,876.98,NA,9,3,NA,414,Very High,female,109.62220309009953,high,senior,healthcare_representative,very_high,NA,7083.33,18416.67,0,no,11,"3,0",very_high,part_time,1,10.0,0,low,9,1,6,1989,85000.0,yes,83.042301980198,10.0,7083.33,85000.0,83.042301980198,10.0,7083.33,85000.0
38,no,NA,556.26,NA,2,2,life_sciences,415,Medium,male,69.53074501372706,high,intermediate,sales_executive,low,NA,4758.581678739595,11681.39,3,no,15,"3,0",very_high,part_time,1,11.0,3,good,7,1,7,1985,53914.11,yes,83.042301980198,11.0,5697.60022687609,53914.11,83.042301980198,11.0,5697.60022687609,53914.11
36,no,travel_frequently,478.63,sales,12,3,marketing,416,NA,male,59.826811019914416,very_high,intermediate,sales_executive,low,married,3865.83,10051.17,2,no,16,"3,0",very_high,part_time,1,8.856425790993686,2,low,15,6,13,1987,46390.0,yes,83.042301980198,11.318933823529411,3865.83,46390.0,83.042301980198,11.318933823529411,3865.83,46390.0
35,no,NA,553.33,NA,1,3,NA,417,Very High,male,69.1642882359292,medium,intermediate,laboratory_technician,very_high,NA,4469.17,11619.83,0,no,12,"3,0",medium,part_time,1,10.0,0,good,9,0,0,1988,53630.0,no,83.042301980198,10.0,4469.17,53630.0,83.042301980198,10.0,4469.17,53630.0
55,yes,NA,1582.77,NA,13,4,NA,418,Low,female,197.84738987953895,very_high,manager,sales_executive,high,NA,12783.92,33238.2,6,no,17,"3,0",high,full_time,0,24.073076203189572,2,low,19,3,8,1968,153407.07,yes,83.042301980198,11.318933823529411,12783.92,153407.07,83.042301980198,11.318933823529411,12783.92,153407.07
34,no,NA,556.26,NA,29,3,NA,419,Medium,female,69.53070513703906,high,intermediate,laboratory_technician,high,NA,4492.84,11681.39,4,no,13,"3,0",low,part_time,2,10.0,1,good,8,7,7,1989,53914.11,no,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11
43,no,NA,421.06,NA,6,3,medical,420,Low,male,52.630701861215016,medium,intermediate,research_scientist,high,single,3400.83,8842.17,1,yes,14,"3,0",low,part_time,0,20.0,3,very_low,20,1,8,1980,40810.0,no,83.042301980198,20.0,3400.83,40810.0,83.042301980198,20.0,3400.83,40810.0
42,no,travel_rarely,1582.77,NA,10,3,human_resources,421,High,male,197.8472736585011,high,manager,manager,low,married,12783.92,33238.2,0,no,14,"3,0",high,full_time,1,21.0,5,good,20,0,9,1981,153407.07,no,83.042301980198,21.0,12783.92,153407.07,83.042301980198,21.0,12783.92,153407.07
26,no,travel_rarely,369.16,NA,7,3,NA,422,High,female,46.143054765420686,very_high,entry_level,laboratory_technician,low,single,3224.371153054763,7752.33,0,no,12,"3,0",very_high,full_time,0,8.0,2,good,7,0,7,1997,35780.0,yes,83.042301980198,8.0,5697.60022687609,35780.0,83.042301980198,8.0,5697.60022687609,35780.0
29,yes,NA,1032.49,NA,14,1,other,423,High,male,129.06061298298104,high,senior,healthcare_representative,very_high,single,8339.32,21682.23,0,yes,12,"3,0",low,part_time,0,16.489391944301513,1,good,8,7,7,1994,100071.84,yes,83.042301980198,11.318933823529411,8339.32,100071.84,83.042301980198,11.318933823529411,8339.32,100071.84
54,no,NA,1787.81,research_&_development,1,3,NA,424,Very High,male,223.48,high,manager,research_director,very_high,NA,14857.368137423635,37544.0,6,no,19,"3,0",very_high,full_time,0,29.0,3,low,20,12,7,1969,173280.0,no,223.48,29.0,5697.60022687609,173280.0,223.48,29.0,5697.60022687609,173280.0
55,no,NA,1582.77,NA,1,4,NA,425,Medium,female,197.8476518497016,very_high,manager,research_director,very_high,divorced,12783.92,33238.2,2,no,13,"3,0",very_high,full_time,2,31.0,4,excellent,7,0,0,1968,153407.07,yes,83.042301980198,31.0,12783.92,153407.07,83.042301980198,31.0,12783.92,153407.07
40,no,non_travel,556.26,NA,9,4,other,426,High,female,69.53074295615912,high,intermediate,laboratory_technician,high,NA,4492.84,11681.39,3,no,11,"3,0",high,part_time,2,11.0,2,good,8,0,7,1983,53914.11,yes,83.042301980198,11.0,4492.84,53914.11,83.042301980198,11.0,4492.84,53914.11
31,no,NA,1113.56,NA,8,2,NA,427,Low,female,139.195156445736,high,senior,sales_executive,very_high,divorced,8994.17,23384.83,1,no,18,"3,0",low,full_time,1,13.0,5,good,13,9,9,1992,107930.0,yes,83.042301980198,13.0,8994.17,107930.0,83.042301980198,13.0,8994.17,107930.0
46,yes,NA,1032.49,NA,9,3,marketing,428,Low,female,158.4199597757447,high,senior,sales_executive,very_high,divorced,8339.32,21682.23,4,no,11,"3,0",low,part_time,1,28.0,1,excellent,7,4,3,1977,122835.97692969759,yes,83.042301980198,28.0,8339.32,65245.87531343283,83.042301980198,28.0,8339.32,65245.87531343283
45,no,travel_rarely,1119.55,NA,20,3,medical,429,Medium,female,139.9433602653555,low,senior,healthcare_representative,low,NA,9042.5,23510.5,2,yes,18,"3,0",medium,full_time,1,17.689205521130056,2,good,7,0,7,1978,108510.0,no,83.042301980198,11.318933823529411,9042.5,108510.0,83.042301980198,11.318933823529411,9042.5,108510.0
49,no,travel_rarely,1079.83,NA,7,4,life_sciences,430,High,female,134.98,high,senior,healthcare_representative,medium,divorced,9051.835150861076,22676.33,3,no,14,"3,0",medium,full_time,2,29.0,3,good,8,0,7,1974,104660.0,no,134.98,29.0,5697.60022687609,104660.0,134.98,29.0,5697.60022687609,104660.0
29,no,travel_rarely,556.26,NA,19,3,NA,431,High,female,69.53,medium,intermediate,sales_executive,high,NA,4492.84,11681.39,1,no,14,"3,0",high,part_time,2,10.0,3,good,10,0,4,1994,53914.11,yes,69.53,10.0,4492.84,53914.11,69.53,10.0,4492.84,53914.11
29,yes,NA,243.7,NA,1,4,technical_degree,432,Low,female,30.460199272782955,medium,entry_level,research_scientist,low,single,2195.593137124405,5117.67,6,no,13,"3,0",high,part_time,0,5.531641593218346,2,very_low,9,0,7,1994,23620.0,yes,83.042301980198,11.318933823529411,5697.60022687609,23620.0,83.042301980198,11.318933823529411,5697.60022687609,23620.0
29,no,NA,556.26,NA,8,1,other,433,High,male,69.53066937553567,low,intermediate,healthcare_representative,low,NA,4758.5879695490685,11681.39,3,no,13,"3,0",high,part_time,1,9.0,3,good,7,0,7,1994,53914.11,yes,83.042301980198,9.0,5697.60022687609,53914.11,83.042301980198,9.0,5697.60022687609,53914.11
