age,attrition,daily_rate,distance_from_home,education,education_field,employee_number,gender,hourly_rate,marital_status,monthly_income,monthly_rate,num_companies_worked,overtime,percent_salary_hike,performance_rating,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,date_birth,salary,iter_hourly_rate,iter_total_working_years,iter_monthly_income,iter_salary,knn_hourly_rate,knn_total_working_years,knn_monthly_income,knn_salary,typology_id,satisfaction_id,department_role_id
47,no,1032.49,1,1,,262,male,129.06051883636823,married,8339.32,21682.23,0,no,18,"3,0",2,14.0,3,13,5,12,1976,100071.84,83.042301980198,14.0,8339.32,100071.84,83.042301980198,14.0,8339.32,100071.84,21,2311,151
52,no,290.04,29,4,,263,female,36.25280747969702,divorced,2342.59,6090.75,2,no,15,"3,0",2,16.0,3,9,0,0,1971,28111.13,83.042301980198,16.0,2342.59,28111.13,83.042301980198,16.0,2342.59,28111.13,121,4323,18
49,no,556.26,8,1,,264,female,69.53070513703906,married,4492.84,11681.39,1,no,23,"4,0",1,10.0,3,10,1,7,1974,53914.11,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11,321,2243,45
33,no,300.13,19,4,life_sciences,265,male,37.51489214875563,married,2658.375096110095,6302.83,1,no,11,"3,0",0,6.306751108705306,3,8,3,0,1990,29090.0,83.042301980198,11.318933823529411,5697.60022687609,29090.0,83.042301980198,11.318933823529411,5697.60022687609,29090.0,311,3333,15
32,no,290.04,2,2,life_sciences,266,female,36.25250492673661,,2342.59,6090.75,0,no,13,"3,0",0,8.0,2,7,3,6,1991,28111.13,83.042301980198,8.0,2342.59,28111.13,83.042301980198,8.0,2342.59,28111.13,21,4332,17
38,no,982.84,23,3,,267,female,122.85475309373616,,7938.33,20639.67,0,no,21,"4,0",0,15.805202479230308,2,9,1,8,1985,95260.0,83.042301980198,11.318933823529411,7938.33,95260.0,83.042301980198,11.318933823529411,7938.33,95260.0,321,3223,154
36,no,556.26,27,3,medical,268,female,69.53096987087942,,4492.84,11681.39,6,no,13,"3,0",2,17.0,3,7,7,7,1987,53914.11,83.042301980198,17.0,4492.84,53914.11,83.042301980198,17.0,4492.84,53914.11,221,3322,146
42,no,704.17,8,4,,269,female,78.68491098152732,,5687.5,14787.5,0,no,11,"3,0",1,10.0,2,9,4,2,1981,61012.0361257901,83.042301980198,10.0,5687.5,65245.87531343283,83.042301980198,10.0,5687.5,65245.87531343283,22,2343,43
31,no,556.26,7,4,life_sciences,270,female,69.53070234868028,divorced,4492.84,11681.39,3,no,22,"4,0",1,9.92627118801342,3,7,1,7,1992,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,22,4342,147
31,no,456.44,8,4,,271,male,57.05403531609026,single,3686.67,9585.33,1,no,23,"4,0",0,11.0,2,11,1,8,1992,44240.0,83.042301980198,11.0,3686.67,44240.0,83.042301980198,11.0,3686.67,44240.0,222,4343,44
51,no,561.37,21,4,marketing,272,female,79.64149483983013,,4534.17,11788.83,0,no,22,"4,0",0,11.0,2,10,1,0,1972,61753.723988389465,83.042301980198,11.0,4534.17,65245.87531343283,83.042301980198,11.0,4534.17,65245.87531343283,21,4341,43
34,yes,626.68,7,3,,273,female,78.3340232766599,,5061.67,13160.33,1,yes,24,"4,0",0,9.0,3,9,0,6,1989,60740.0,83.042301980198,9.0,5061.67,60740.0,83.042301980198,9.0,5061.67,60740.0,311,3143,47
36,no,1032.49,11,2,technical_degree,274,male,129.06,,8339.32,21682.23,0,no,14,"3,0",1,10.0,6,9,2,8,1987,100071.84,129.06,10.0,8339.32,100071.84,129.06,10.0,8339.32,100071.84,22,4333,53
30,no,290.04,23,3,,275,female,36.25,divorced,2342.59,6090.75,1,no,25,"4,0",3,6.257371766847043,2,10,0,9,1993,28111.13,36.25,11.318933823529411,2342.59,28111.13,36.25,11.318933823529411,2342.59,28111.13,322,3132,15
33,no,634.11,12,2,,276,female,79.26,married,5396.995204356255,13316.33,0,no,13,"3,0",1,10.893642337248105,2,7,0,7,1990,61460.0,79.26,11.318933823529411,5697.60022687609,61460.0,79.26,11.318933823529411,5697.60022687609,61460.0,111,2314,43
31,yes,636.79,6,4,life_sciences,277,female,79.59800709095364,married,5143.33,13372.67,4,no,18,"3,0",0,11.03618324199977,3,7,7,7,1992,61720.0,83.042301980198,11.318933823529411,5143.33,61720.0,83.042301980198,11.318933823529411,5143.33,61720.0,12,3122,43
41,no,1032.49,23,1,,278,female,129.06,divorced,8339.32,21682.23,3,yes,13,"3,0",1,16.489391944136273,2,9,0,7,1982,100071.84,129.06,11.318933823529411,8339.32,100071.84,129.06,11.318933823529411,8339.32,100071.84,222,3333,53
26,no,290.04,25,1,,279,male,61.68032774277791,,2342.59,6090.75,1,no,23,"4,0",1,8.0,3,8,5,7,1997,47827.20295340295,83.042301980198,8.0,2342.59,65245.87531343283,83.042301980198,8.0,2342.59,65245.87531343283,221,3343,19
32,no,481.62,9,2,,280,female,60.20082408447032,divorced,4146.553278661882,10114.0,0,no,17,"3,0",3,8.799287923589329,2,8,0,7,1991,46680.0,83.042301980198,11.318933823529411,5697.60022687609,46680.0,83.042301980198,11.318933823529411,5697.60022687609,46680.0,21,4144,43
40,no,578.29,26,3,,281,male,72.29,divorced,4670.83,12144.17,1,no,11,"3,0",1,20.0,2,20,2,13,1983,56050.0,72.29,20.0,4670.83,56050.0,72.29,20.0,4670.83,56050.0,312,2313,45
53,no,556.26,6,2,marketing,282,female,69.53,,4492.84,11681.39,2,yes,20,"4,0",1,13.0,3,7,4,5,1970,53914.11,69.53,13.0,4492.84,53914.11,69.53,13.0,4492.84,53914.11,221,3341,248
29,no,445.61,1,1,technical_degree,283,female,55.69981163159141,married,3599.17,9357.83,1,no,13,"3,0",1,10.0,1,10,0,9,1994,43190.0,83.042301980198,10.0,3599.17,43190.0,83.042301980198,10.0,3599.17,43190.0,122,3313,144
36,no,290.04,3,2,,284,female,36.25269582598904,,2575.53762139613,6090.75,4,no,12,"3,0",0,13.0,3,8,7,2,1987,28111.13,83.042301980198,13.0,5697.60022687609,28111.13,83.042301980198,13.0,5697.60022687609,28111.13,321,2332,117
33,no,290.04,14,3,,285,male,36.25250492673661,,2342.59,6090.75,1,no,13,"3,0",1,8.0,5,8,1,6,1990,28111.13,83.042301980198,8.0,2342.59,28111.13,83.042301980198,8.0,2342.59,28111.13,221,2343,115
51,no,1582.77,3,3,,286,male,197.84738722933997,single,13176.052827364409,33238.2,3,no,18,"3,0",0,23.92271891390793,6,7,1,0,1972,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07,83.042301980198,11.318933823529411,5697.60022687609,153407.07,212,2333,26
27,no,290.04,9,3,medical,287,male,36.25,single,2342.59,6090.75,1,no,16,"3,0",0,6.257371766847043,2,7,0,3,1996,28111.13,36.25,11.318933823529411,2342.59,28111.13,36.25,11.318933823529411,2342.59,28111.13,222,2342,15
37,no,367.71,21,3,life_sciences,288,female,45.96,,2970.0,7722.0,1,yes,12,"3,0",1,7.327892705408447,3,8,1,7,1986,35640.0,45.96,11.318933823529411,2970.0,35640.0,45.96,11.318933823529411,2970.0,35640.0,11,1412,15
38,no,645.98,29,3,,289,female,80.74576381783255,married,5217.5,13565.5,3,no,18,"3,0",1,9.0,3,7,1,7,1985,62610.0,83.042301980198,9.0,5217.5,62610.0,83.042301980198,9.0,5217.5,62610.0,11,4311,44
49,no,702.0,18,4,,290,female,87.7487636548371,divorced,5670.0,14742.0,1,yes,15,"3,0",2,7.0,0,7,1,7,1974,68040.0,83.042301980198,7.0,5670.0,68040.0,83.042301980198,7.0,5670.0,68040.0,112,4313,44
27,no,556.26,20,3,life_sciences,291,male,69.53,single,4492.84,11681.39,1,no,14,"3,0",0,7.0,2,7,0,7,1996,53914.11,69.53,7.0,4492.84,53914.11,69.53,7.0,4492.84,53914.11,22,3343,43
45,no,1032.49,6,3,medical,292,male,129.06,single,8339.32,21682.23,6,no,12,"3,0",0,23.0,2,19,12,8,1978,100071.84,129.06,23.0,8339.32,100071.84,129.06,23.0,8339.32,100071.84,21,4243,253
35,no,1032.49,1,3,,293,male,129.0603700716148,single,8663.717789696333,21682.23,1,no,14,"3,0",0,10.0,3,10,0,8,1988,100071.84,83.042301980198,10.0,5697.60022687609,100071.84,83.042301980198,10.0,5697.60022687609,100071.84,21,3314,53
33,yes,290.04,2,2,,294,male,36.25269582598904,,2575.53762139613,6090.75,7,no,20,"3,0",0,13.0,3,9,1,7,1990,28111.13,83.042301980198,13.0,5697.60022687609,28111.13,83.042301980198,13.0,5697.60022687609,28111.13,221,1314,17
52,no,1973.98,2,4,life_sciences,295,female,246.7500229734921,,15943.72,41453.67,1,yes,18,"3,0",0,33.0,2,33,15,12,1971,191324.62,83.042301980198,33.0,15943.72,191324.62,83.042301980198,33.0,15943.72,191324.62,11,3244,32
40,no,2005.3,2,2,medical,296,female,250.66463767555595,,16196.67,42111.33,0,no,19,"3,0",1,29.896130346659405,5,21,3,9,1983,194360.0,83.042301980198,11.318933823529411,16196.67,194360.0,83.042301980198,11.318933823529411,16196.67,194360.0,11,3343,131
38,no,556.26,2,2,life_sciences,297,female,69.53,,4492.84,11681.39,3,no,18,"3,0",1,13.0,0,8,7,5,1985,53914.11,69.53,13.0,4492.84,53914.11,69.53,13.0,4492.84,53914.11,121,4243,243
46,no,1582.77,27,3,,298,male,197.85,married,12783.92,33238.2,3,yes,12,"3,0",1,28.0,2,7,7,7,1977,153407.07,197.85,28.0,12783.92,153407.07,197.85,28.0,12783.92,153407.07,12,2122,22
45,no,1582.77,20,2,medical,299,female,197.8472736585011,married,12783.92,33238.2,0,yes,14,"3,0",0,21.0,2,20,4,10,1978,153407.07,83.042301980198,21.0,12783.92,153407.07,83.042301980198,21.0,12783.92,153407.07,221,4323,26
47,yes,1032.49,10,4,life_sciences,300,female,91.08972859085588,married,8339.32,21682.23,1,no,12,"3,0",1,11.362395898152304,2,10,9,9,1976,70630.35343310711,83.042301980198,11.318933823529411,8339.32,65245.87531343283,83.042301980198,11.318933823529411,8339.32,65245.87531343283,121,2342,52
35,no,1032.49,22,3,life_sciences,301,male,129.0603700716148,divorced,8663.717789696333,21682.23,7,no,18,"3,0",1,10.0,6,7,6,2,1988,100071.84,83.042301980198,10.0,5697.60022687609,100071.84,83.042301980198,10.0,5697.60022687609,100071.84,22,2422,52
29,no,556.26,2,2,,302,female,69.53070234868028,single,4492.84,11681.39,1,no,18,"3,0",0,9.92627118801342,3,10,0,9,1994,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,321,4313,43
55,no,556.26,20,2,technical_degree,303,female,69.53078283282275,married,4758.578533334859,11681.39,3,no,19,"3,0",1,12.0,4,10,0,8,1968,53914.11,83.042301980198,12.0,5697.60022687609,53914.11,83.042301980198,12.0,5697.60022687609,53914.11,221,4343,147
26,yes,601.3,45,4,,304,female,81.78999396209016,single,4856.67,12627.33,1,no,12,"3,0",0,11.442070061064555,0,8,7,4,1997,63419.59946984344,83.042301980198,11.318933823529411,4856.67,65245.87531343283,83.042301980198,11.318933823529411,4856.67,65245.87531343283,221,4223,43
31,no,556.26,7,3,technical_degree,305,female,69.53070513703906,,4492.84,11681.39,4,no,11,"3,0",1,10.0,3,8,7,7,1992,53914.11,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11,221,4422,43
43,no,253.29,10,4,life_sciences,306,male,31.66,,2274.2744842135653,5319.17,0,no,19,"3,0",0,5.663424398898492,5,8,1,7,1980,24550.0,31.66,11.318933823529411,5697.60022687609,24550.0,31.66,11.318933823529411,5697.60022687609,24550.0,321,4313,17
31,no,556.26,13,3,marketing,307,female,69.53082065191845,,4758.575387930121,11681.39,4,no,12,"3,0",3,13.0,3,7,1,7,1992,53914.11,83.042301980198,13.0,5697.60022687609,53914.11,83.042301980198,13.0,5697.60022687609,53914.11,221,4343,43
32,no,521.55,2,4,medical,308,male,65.19,single,4473.969383234515,10952.5,7,no,16,"3,0",0,9.347674368970011,0,7,0,7,1991,50550.0,65.19,11.318933823529411,5697.60022687609,50550.0,65.19,11.318933823529411,5697.60022687609,50550.0,21,4432,45
33,no,483.06,10,3,,309,female,79.23985353153546,,3901.67,10144.33,3,no,14,"3,0",0,11.463918029014597,6,7,0,1,1990,61442.2919497318,83.042301980198,11.318933823529411,3901.67,65245.87531343283,83.042301980198,11.318933823529411,3901.67,65245.87531343283,22,4232,43
43,no,542.39,10,4,life_sciences,310,male,67.79716958753521,divorced,4644.870759661838,11390.17,1,no,11,"3,0",1,9.0,3,9,0,0,1980,52570.0,83.042301980198,9.0,5697.60022687609,52570.0,83.042301980198,9.0,5697.60022687609,52570.0,322,3224,147
29,yes,218.63,8,4,,311,female,56.10387593969061,,1765.83,4591.17,1,no,11,"3,0",0,7.0,4,7,0,7,1994,43503.39994141923,83.042301980198,7.0,1765.83,65245.87531343283,83.042301980198,7.0,1765.83,65245.87531343283,222,1142,17
27,no,556.26,8,4,,312,male,69.53062949879897,,4492.84,11681.39,1,no,18,"3,0",1,8.0,3,8,0,7,1996,53914.11,83.042301980198,8.0,4492.84,53914.11,83.042301980198,8.0,4492.84,53914.11,22,2313,243
29,no,556.26,10,1,,313,male,69.53059167967892,divorced,4492.84,11681.39,1,yes,14,"3,0",2,7.0,2,7,1,7,1994,53914.11,83.042301980198,7.0,4492.84,53914.11,83.042301980198,7.0,4492.84,53914.11,222,2213,43
37,no,616.37,6,3,medical,314,female,77.0444737289182,divorced,4978.33,12943.67,4,no,13,"3,0",2,13.0,2,7,6,7,1986,59740.0,83.042301980198,13.0,4978.33,59740.0,83.042301980198,13.0,4978.33,59740.0,12,1413,45
26,no,556.26,1,3,,315,female,69.53,,4492.84,11681.39,1,no,17,"3,0",1,9.9262711878242,3,8,7,7,1997,53914.11,69.53,11.318933823529411,4492.84,53914.11,69.53,11.318933823529411,4492.84,53914.11,221,3323,43
40,no,290.04,10,4,life_sciences,316,male,75.07663579073002,married,2342.59,6090.75,3,yes,13,"3,0",1,11.499585808984802,3,7,1,7,1983,58214.2494277887,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283,221,3433,17
41,yes,556.26,4,3,,317,female,69.53062949879897,,4492.84,11681.39,1,no,18,"3,0",0,8.0,5,8,7,7,1982,53914.11,83.042301980198,8.0,4492.84,53914.11,83.042301980198,8.0,4492.84,53914.11,22,2333,43
51,no,556.26,14,2,,318,male,107.7854180501994,,4492.84,11681.39,4,no,11,"3,0",1,18.0,2,7,0,7,1972,83575.58557766161,83.042301980198,18.0,4492.84,65245.87531343283,83.042301980198,18.0,4492.84,65245.87531343283,221,4332,43
37,no,313.03,14,3,,319,male,39.127024890065655,,2764.12965712145,6573.67,1,no,12,"3,0",1,6.483878511695927,2,18,12,17,1986,30340.0,83.042301980198,11.318933823529411,5697.60022687609,30340.0,83.042301980198,11.318933823529411,5697.60022687609,30340.0,12,1332,17
56,no,1363.14,6,3,life_sciences,320,male,197.8421035001361,married,11010.0,28626.0,9,no,11,"3,0",3,36.0,0,7,7,7,1967,153402.6319838912,83.042301980198,36.0,11010.0,65245.87531343283,83.042301980198,36.0,11010.0,65245.87531343283,21,1442,23
41,no,865.84,1,3,marketing,321,female,108.22932855282748,married,7297.205986834247,18182.67,1,no,16,"3,0",1,10.0,2,10,0,7,1982,83920.0,83.042301980198,10.0,5697.60022687609,83920.0,83.042301980198,10.0,5697.60022687609,83920.0,221,1433,253
46,no,556.26,18,3,medical,322,male,69.53104550911952,,4492.84,11681.39,2,no,14,"3,0",1,19.0,5,10,0,8,1977,53914.11,83.042301980198,19.0,4492.84,53914.11,83.042301980198,19.0,4492.84,53914.11,22,3332,44
30,no,290.04,2,3,,323,male,36.25265800689334,single,2575.5407668008665,6090.75,0,no,14,"3,0",0,12.0,2,11,6,7,1993,28111.13,83.042301980198,12.0,5697.60022687609,28111.13,83.042301980198,12.0,5697.60022687609,28111.13,122,4332,17
35,no,1032.49,16,3,life_sciences,324,female,129.06,,8339.32,21682.23,4,yes,12,"3,0",0,10.0,2,8,0,0,1988,100071.84,129.06,10.0,8339.32,100071.84,129.06,10.0,8339.32,100071.84,222,3333,56
48,no,417.96,2,5,,325,male,52.25,married,3375.83,8777.17,2,no,14,"3,0",1,14.0,2,9,6,7,1975,40510.0,52.25,14.0,3375.83,40510.0,52.25,14.0,3375.83,40510.0,221,4313,43
45,no,495.75,2,3,other,326,female,61.96772331458072,,4004.17,10410.83,0,no,19,"3,0",1,9.092456983534792,3,8,3,7,1978,48050.0,83.042301980198,11.318933823529411,4004.17,48050.0,83.042301980198,11.318933823529411,4004.17,48050.0,221,2324,43
26,yes,282.8,17,4,life_sciences,327,male,61.52432852578092,,2284.17,5938.83,0,yes,11,"3,0",1,8.0,2,7,1,0,1997,47706.24556562137,83.042301980198,8.0,2284.17,65245.87531343283,83.042301980198,8.0,2284.17,65245.87531343283,321,3323,19
41,no,556.26,2,4,other,328,male,69.53070719463136,single,4758.584824144332,11681.39,2,yes,17,"3,0",0,10.0,3,8,0,7,1982,53914.11,83.042301980198,10.0,5697.60022687609,53914.11,83.042301980198,10.0,5697.60022687609,53914.11,21,3213,46
34,no,550.64,21,4,,329,female,68.82896807383848,single,4712.550890112339,11563.5,1,no,12,"3,0",0,10.0,3,10,5,7,1989,53370.0,83.042301980198,10.0,5697.60022687609,53370.0,83.042301980198,10.0,5697.60022687609,53370.0,21,4443,43
31,no,556.26,6,4,medical,330,female,69.53,divorced,4758.575387840606,11681.39,4,no,22,"4,0",2,13.0,4,7,5,7,1992,53914.11,69.53,13.0,5697.60022687609,53914.11,69.53,13.0,5697.60022687609,53914.11,221,4444,43
43,no,556.26,9,5,,331,female,69.53070719463136,divorced,4758.584824144332,11681.39,3,no,13,"3,0",1,10.0,3,8,4,7,1980,53914.11,83.042301980198,10.0,5697.60022687609,53914.11,83.042301980198,10.0,5697.60022687609,53914.11,322,3323,47
53,no,556.26,1,1,,332,male,69.53100974739694,single,4758.559660906438,11681.39,7,no,20,"4,0",0,18.0,2,14,8,10,1970,53914.11,83.042301980198,18.0,5697.60022687609,53914.11,83.042301980198,18.0,5697.60022687609,53914.11,22,1344,243
37,no,973.35,3,3,other,333,female,121.66822338818842,married,7861.67,20440.33,1,no,15,"3,0",1,15.674386038138294,2,10,7,8,1986,94340.0,83.042301980198,11.318933823529411,7861.67,94340.0,83.042301980198,11.318933823529411,7861.67,94340.0,221,3333,54
54,no,1032.49,19,4,,334,female,129.06059447460834,,8339.32,21682.23,2,no,15,"3,0",1,16.0,1,9,7,1,1969,100071.84,83.042301980198,16.0,8339.32,100071.84,83.042301980198,16.0,8339.32,100071.84,21,2334,59
38,no,556.26,7,4,marketing,335,male,69.53070234868028,,4492.84,11681.39,0,no,20,"3,0",0,9.92627118801342,2,7,0,5,1985,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,83.042301980198,11.318933823529411,4492.84,53914.11,221,4213,243
29,no,290.04,1,4,life_sciences,336,female,36.25,divorced,2342.59,6090.75,1,no,18,"3,0",1,10.0,5,10,2,8,1994,28111.13,36.25,10.0,2342.59,28111.13,36.25,10.0,2342.59,28111.13,21,4143,115
34,no,1032.49,9,3,medical,337,male,129.06,,8663.72093506486,21682.23,1,no,14,"3,0",0,9.0,3,8,7,7,1989,100071.84,129.06,9.0,5697.60022687609,100071.84,129.06,9.0,5697.60022687609,100071.84,22,2224,56
39,no,556.26,2,4,technical_degree,338,male,69.53108332823957,single,4492.84,11681.39,1,no,11,"3,0",0,20.0,4,20,11,10,1984,53914.11,83.042301980198,20.0,4492.84,53914.11,83.042301980198,20.0,4492.84,53914.11,22,3213,46
32,no,556.73,10,3,marketing,339,female,69.58988950790541,,4496.67,11691.33,1,no,12,"3,0",0,10.0,2,10,0,8,1991,53960.0,83.042301980198,10.0,4496.67,53960.0,83.042301980198,10.0,4496.67,53960.0,11,4342,43
38,no,556.26,1,4,life_sciences,340,male,69.53070513703906,,4492.84,11681.39,0,no,13,"3,0",0,10.0,4,9,1,8,1985,53914.11,83.042301980198,10.0,4492.84,53914.11,83.042301980198,10.0,4492.84,53914.11,221,4433,46
27,no,1032.49,1,2,life_sciences,341,male,129.06,married,8339.32,21682.23,1,no,11,"3,0",0,9.0,3,9,0,7,1996,100071.84,129.06,9.0,8339.32,100071.84,129.06,9.0,8339.32,100071.84,222,1343,54
32,no,1151.33,3,2,life_sciences,342,male,143.92,single,9299.17,24177.83,3,no,15,"3,0",0,10.0,6,7,7,7,1991,111590.0,143.92,10.0,9299.17,111590.0,143.92,10.0,9299.17,111590.0,212,4343,51
47,no,511.75,35,4,marketing,343,female,114.89807011079122,single,4133.33,10746.67,2,no,12,"3,0",0,20.0,2,7,1,7,1976,89090.4946410819,83.042301980198,20.0,4133.33,65245.87531343283,83.042301980198,20.0,4133.33,65245.87531343283,22,1343,43
27,no,907.21,10,2,,344,female,113.4,,7327.5,19051.5,1,no,21,"4,0",2,9.0,4,9,1,7,1996,87930.0,113.4,9.0,7327.5,87930.0,113.4,9.0,7327.5,87930.0,321,1332,54
41,no,1979.82,1,3,,345,female,247.4787814299772,,16431.872359589986,41576.17,1,no,12,"3,0",1,22.0,3,22,2,10,1982,191890.0,83.042301980198,22.0,5697.60022687609,191890.0,83.042301980198,22.0,5697.60022687609,191890.0,12,3223,32
28,yes,228.63,35,2,,346,male,28.577403299290257,,1846.67,4801.33,7,yes,13,"3,0",0,10.0,4,7,3,7,1995,22160.0,83.042301980198,10.0,1846.67,22160.0,83.042301980198,10.0,1846.67,22160.0,21,2143,115
36,no,1208.48,8,3,,347,male,151.06029057069088,married,9760.83,25378.17,9,no,14,"3,0",1,10.0,2,8,0,5,1987,117130.0,83.042301980198,10.0,9760.83,117130.0,83.042301980198,10.0,9760.83,117130.0,12,1413,151
30,no,547.24,27,5,marketing,348,female,68.40336474964293,divorced,4420.0,11492.0,7,no,23,"3,0",1,10.0,2,8,7,7,1993,53040.0,83.042301980198,10.0,4420.0,53040.0,83.042301980198,10.0,4420.0,53040.0,21,4342,43
56,no,1145.55,9,3,,349,female,143.19,married,9252.5,24056.5,7,no,11,"3,0",0,30.0,1,10,1,1,1967,111030.0,143.19,30.0,9252.5,111030.0,143.19,30.0,9252.5,111030.0,212,4332,26
45,no,684.25,2,2,,350,female,85.53055387553012,single,5526.67,14369.33,0,no,13,"3,0",0,9.0,3,8,3,1,1978,66320.0,83.042301980198,9.0,5526.67,66320.0,83.042301980198,9.0,5526.67,66320.0,211,3113,48
36,no,782.79,8,4,,351,female,97.8472345654506,single,6322.5,16438.5,1,no,15,"3,0",0,10.0,1,10,0,9,1987,75870.0,83.042301980198,10.0,6322.5,75870.0,83.042301980198,10.0,6322.5,75870.0,122,1223,53
29,no,447.26,27,3,medical,352,male,55.9062015825529,married,3612.5,9392.5,4,no,12,"3,0",1,11.0,3,8,1,1,1994,43350.0,83.042301980198,11.0,3612.5,43350.0,83.042301980198,11.0,3612.5,43350.0,21,3312,46
38,no,616.98,2,4,life_sciences,353,male,77.12200705484862,single,4983.33,12956.67,6,no,12,"3,0",0,17.0,2,15,4,12,1985,59800.0,83.042301980198,17.0,4983.33,59800.0,83.042301980198,17.0,4983.33,59800.0,11,1443,44
40,no,437.87,13,2,medical,354,male,64.86888551463271,,3536.67,9195.33,1,no,24,"4,0",1,8.0,2,8,3,7,1983,50299.52061177731,83.042301980198,8.0,3536.67,65245.87531343283,83.042301980198,8.0,3536.67,65245.87531343283,21,2443,46
42,no,1973.98,8,3,,355,female,162.5807201654596,,15943.72,41453.67,1,no,13,"3,0",1,24.0,4,24,14,9,1981,126062.19404221926,83.042301980198,24.0,15943.72,65245.87531343283,83.042301980198,24.0,15943.72,65245.87531343283,321,4322,32
36,no,539.4,1,3,other,356,male,67.42318054748978,,4356.67,11327.33,0,no,15,"3,0",1,9.693916475886766,2,9,0,5,1987,52280.0,83.042301980198,11.318933823529411,4356.67,52280.0,83.042301980198,11.318933823529411,4356.67,52280.0,222,2313,44
29,no,278.57,23,2,,357,female,34.819555288248644,married,2250.0,5850.0,1,no,24,"4,0",1,10.0,3,10,0,7,1994,27000.0,83.042301980198,10.0,2250.0,27000.0,83.042301980198,10.0,2250.0,27000.0,221,3433,15
55,yes,556.26,2,1,medical,358,female,69.53,single,4758.585368284393,11681.39,4,no,16,"3,0",0,9.824375221901732,3,9,7,3,1968,53914.11,69.53,11.318933823529411,5697.60022687609,53914.11,69.53,11.318933823529411,5697.60022687609,53914.11,22,4332,43
28,no,556.26,2,4,,359,male,69.53063155643997,,4758.591114953805,11681.39,1,no,20,"4,0",0,8.0,2,8,7,5,1995,53914.11,83.042301980198,8.0,5697.60022687609,53914.11,83.042301980198,8.0,5697.60022687609,53914.11,21,2313,243
26,yes,244.11,5,2,medical,360,male,30.51187889730559,married,1971.67,5126.33,1,no,14,"3,0",1,8.0,2,8,1,7,1997,23660.0,83.042301980198,8.0,1971.67,23660.0,83.042301980198,8.0,1971.67,23660.0,21,3213,15
44,no,290.04,9,2,,361,female,61.68032774277791,,2342.59,6090.75,1,yes,13,"3,0",0,8.0,0,8,7,1,1979,47827.20295340295,83.042301980198,8.0,2342.59,65245.87531343283,83.042301980198,8.0,2342.59,65245.87531343283,21,1343,15
41,yes,290.04,2,4,life_sciences,362,male,75.07663579073002,divorced,2342.59,6090.75,4,yes,13,"3,0",1,11.499585808984802,1,7,1,0,1982,58214.2494277887,83.042301980198,11.318933823529411,2342.59,65245.87531343283,83.042301980198,11.318933823529411,2342.59,65245.87531343283,21,4132,117
31,no,240.29,7,4,,363,female,30.03459776218407,,1940.83,5046.17,3,no,15,"3,0",0,5.571859768929722,2,7,5,2,1992,23290.0,83.042301980198,11.318933823529411,1940.83,23290.0,83.042301980198,11.318933823529411,1940.83,23290.0,222,3224,18
26,no,443.03,28,3,medical,364,female,55.37732292247072,,3830.135632115908,9303.67,1,no,12,"3,0",0,8.269322733841388,2,7,0,7,1997,42940.0,83.042301980198,11.318933823529411,5697.60022687609,42940.0,83.042301980198,11.318933823529411,5697.60022687609,42940.0,321,1223,243
31,no,556.26,12,3,medical,365,male,69.53070719463136,,4758.584824144332,11681.39,0,no,11,"3,0",2,10.0,2,9,8,5,1992,53914.11,83.042301980198,10.0,5697.60022687609,53914.11,83.042301980198,10.0,5697.60022687609,53914.11,22,4331,46
32,no,693.85,3,4,medical,366,male,86.72994001169837,married,5886.862017010194,14570.83,1,no,12,"3,0",1,8.0,2,8,6,3,1991,67250.0,83.042301980198,8.0,5697.60022687609,67250.0,83.042301980198,8.0,5697.60022687609,67250.0,12,1334,44
36,yes,1065.28,3,1,life_sciences,367,female,133.15950564474156,married,8604.17,22370.83,1,no,11,"3,0",1,16.94129007522011,6,16,3,7,1987,103250.0,83.042301980198,11.318933823529411,8604.17,103250.0,83.042301980198,11.318933823529411,8604.17,103250.0,212,4213,53
45,no,458.82,47,2,,368,female,57.35057339783419,,3959.5792147938064,9635.17,1,no,12,"3,0",0,8.48612667510191,5,9,0,8,1978,44470.0,83.042301980198,11.318933823529411,5697.60022687609,44470.0,83.042301980198,11.318933823529411,5697.60022687609,44470.0,121,2322,47
39,no,1032.49,2,5,,369,female,129.06,single,8663.72093506486,21682.23,0,no,18,"3,0",0,9.0,3,8,0,7,1984,100071.84,129.06,9.0,5697.60022687609,100071.84,129.06,9.0,5697.60022687609,100071.84,222,3443,53
36,no,556.26,8,4,technical_degree,370,female,69.53078077527917,divorced,4492.84,11681.39,4,no,13,"3,0",2,12.0,3,7,0,7,1987,53914.11,83.042301980198,12.0,4492.84,53914.11,83.042301980198,12.0,4492.84,53914.11,121,4343,43
