category_environment,environment_id,category_job_satisfaction,job_satisfaction_id,category_job_involvment,job_involvment_id,category_relationship,relationship_id,category_balance,balance_id,satisfaction_id,satisfaction
medium,2,medium,2,low,1,very_high,4,very_low,1,22141,"medium, medium, low, very_high, very_low"
medium,2,medium,2,low,1,very_high,4,low,2,22142,"medium, medium, low, very_high, low"
medium,2,medium,2,low,1,very_high,4,good,3,22143,"medium, medium, low, very_high, good"
medium,2,medium,2,low,1,very_high,4,excellent,4,22144,"medium, medium, low, very_high, excellent"
medium,2,medium,2,medium,2,low,1,very_low,1,22211,"medium, medium, medium, low, very_low"
medium,2,medium,2,medium,2,low,1,low,2,22212,"medium, medium, medium, low, low"
medium,2,medium,2,medium,2,low,1,good,3,22213,"medium, medium, medium, low, good"
medium,2,medium,2,medium,2,low,1,excellent,4,22214,"medium, medium, medium, low, excellent"
medium,2,medium,2,medium,2,medium,2,very_low,1,22221,"medium, medium, medium, medium, very_low"
medium,2,medium,2,medium,2,medium,2,low,2,22222,"medium, medium, medium, medium, low"
medium,2,medium,2,medium,2,medium,2,good,3,22223,"medium, medium, medium, medium, good"
medium,2,medium,2,medium,2,medium,2,excellent,4,22224,"medium, medium, medium, medium, excellent"
medium,2,medium,2,medium,2,high,3,very_low,1,22231,"medium, medium, medium, high, very_low"
medium,2,medium,2,medium,2,high,3,low,2,22232,"medium, medium, medium, high, low"
medium,2,medium,2,medium,2,high,3,good,3,22233,"medium, medium, medium, high, good"
medium,2,medium,2,medium,2,high,3,excellent,4,22234,"medium, medium, medium, high, excellent"
medium,2,medium,2,medium,2,very_high,4,very_low,1,22241,"medium, medium, medium, very_high, very_low"
medium,2,medium,2,medium,2,very_high,4,low,2,22242,"medium, medium, medium, very_high, low"
medium,2,medium,2,medium,2,very_high,4,good,3,22243,"medium, medium, medium, very_high, good"
medium,2,medium,2,medium,2,very_high,4,excellent,4,22244,"medium, medium, medium, very_high, excellent"
medium,2,medium,2,high,3,low,1,very_low,1,22311,"medium, medium, high, low, very_low"
medium,2,medium,2,high,3,low,1,low,2,22312,"medium, medium, high, low, low"
medium,2,medium,2,high,3,low,1,good,3,22313,"medium, medium, high, low, good"
medium,2,medium,2,high,3,low,1,excellent,4,22314,"medium, medium, high, low, excellent"
medium,2,medium,2,high,3,medium,2,very_low,1,22321,"medium, medium, high, medium, very_low"
medium,2,medium,2,high,3,medium,2,low,2,22322,"medium, medium, high, medium, low"
medium,2,medium,2,high,3,medium,2,good,3,22323,"medium, medium, high, medium, good"
medium,2,medium,2,high,3,medium,2,excellent,4,22324,"medium, medium, high, medium, excellent"
medium,2,medium,2,high,3,high,3,very_low,1,22331,"medium, medium, high, high, very_low"
medium,2,medium,2,high,3,high,3,low,2,22332,"medium, medium, high, high, low"
medium,2,medium,2,high,3,high,3,good,3,22333,"medium, medium, high, high, good"
medium,2,medium,2,high,3,high,3,excellent,4,22334,"medium, medium, high, high, excellent"
medium,2,medium,2,high,3,very_high,4,very_low,1,22341,"medium, medium, high, very_high, very_low"
medium,2,medium,2,high,3,very_high,4,low,2,22342,"medium, medium, high, very_high, low"
medium,2,medium,2,high,3,very_high,4,good,3,22343,"medium, medium, high, very_high, good"
medium,2,medium,2,high,3,very_high,4,excellent,4,22344,"medium, medium, high, very_high, excellent"
medium,2,medium,2,very_high,4,low,1,very_low,1,22411,"medium, medium, very_high, low, very_low"
medium,2,medium,2,very_high,4,low,1,low,2,22412,"medium, medium, very_high, low, low"
medium,2,medium,2,very_high,4,low,1,good,3,22413,"medium, medium, very_high, low, good"
medium,2,medium,2,very_high,4,low,1,excellent,4,22414,"medium, medium, very_high, low, excellent"
medium,2,medium,2,very_high,4,medium,2,very_low,1,22421,"medium, medium, very_high, medium, very_low"
medium,2,medium,2,very_high,4,medium,2,low,2,22422,"medium, medium, very_high, medium, low"
medium,2,medium,2,very_high,4,medium,2,good,3,22423,"medium, medium, very_high, medium, good"
medium,2,medium,2,very_high,4,medium,2,excellent,4,22424,"medium, medium, very_high, medium, excellent"
medium,2,medium,2,very_high,4,high,3,very_low,1,22431,"medium, medium, very_high, high, very_low"
medium,2,medium,2,very_high,4,high,3,low,2,22432,"medium, medium, very_high, high, low"
medium,2,medium,2,very_high,4,high,3,good,3,22433,"medium, medium, very_high, high, good"
medium,2,medium,2,very_high,4,high,3,excellent,4,22434,"medium, medium, very_high, high, excellent"
medium,2,medium,2,very_high,4,very_high,4,very_low,1,22441,"medium, medium, very_high, very_high, very_low"
medium,2,medium,2,very_high,4,very_high,4,low,2,22442,"medium, medium, very_high, very_high, low"
medium,2,medium,2,very_high,4,very_high,4,good,3,22443,"medium, medium, very_high, very_high, good"
medium,2,medium,2,very_high,4,very_high,4,excellent,4,22444,"medium, medium, very_high, very_high, excellent"
medium,2,high,3,low,1,low,1,very_low,1,23111,"medium, high, low, low, very_low"
medium,2,high,3,low,1,low,1,low,2,23112,"medium, high, low, low, low"
medium,2,high,3,low,1,low,1,good,3,23113,"medium, high, low, low, good"
medium,2,high,3,low,1,low,1,excellent,4,23114,"medium, high, low, low, excellent"
medium,2,high,3,low,1,medium,2,very_low,1,23121,"medium, high, low, medium, very_low"
medium,2,high,3,low,1,medium,2,low,2,23122,"medium, high, low, medium, low"
medium,2,high,3,low,1,medium,2,good,3,23123,"medium, high, low, medium, good"
medium,2,high,3,low,1,medium,2,excellent,4,23124,"medium, high, low, medium, excellent"
medium,2,high,3,low,1,high,3,very_low,1,23131,"medium, high, low, high, very_low"
medium,2,high,3,low,1,high,3,low,2,23132,"medium, high, low, high, low"
medium,2,high,3,low,1,high,3,good,3,23133,"medium, high, low, high, good"
medium,2,high,3,low,1,high,3,excellent,4,23134,"medium, high, low, high, excellent"
medium,2,high,3,low,1,very_high,4,very_low,1,23141,"medium, high, low, very_high, very_low"
medium,2,high,3,low,1,very_high,4,low,2,23142,"medium, high, low, very_high, low"
medium,2,high,3,low,1,very_high,4,good,3,23143,"medium, high, low, very_high, good"
medium,2,high,3,low,1,very_high,4,excellent,4,23144,"medium, high, low, very_high, excellent"
medium,2,high,3,medium,2,low,1,very_low,1,23211,"medium, high, medium, low, very_low"
medium,2,high,3,medium,2,low,1,low,2,23212,"medium, high, medium, low, low"
medium,2,high,3,medium,2,low,1,good,3,23213,"medium, high, medium, low, good"
medium,2,high,3,medium,2,low,1,excellent,4,23214,"medium, high, medium, low, excellent"
medium,2,high,3,medium,2,medium,2,very_low,1,23221,"medium, high, medium, medium, very_low"
medium,2,high,3,medium,2,medium,2,low,2,23222,"medium, high, medium, medium, low"
medium,2,high,3,medium,2,medium,2,good,3,23223,"medium, high, medium, medium, good"
medium,2,high,3,medium,2,medium,2,excellent,4,23224,"medium, high, medium, medium, excellent"
medium,2,high,3,medium,2,high,3,very_low,1,23231,"medium, high, medium, high, very_low"
medium,2,high,3,medium,2,high,3,low,2,23232,"medium, high, medium, high, low"
medium,2,high,3,medium,2,high,3,good,3,23233,"medium, high, medium, high, good"
medium,2,high,3,medium,2,high,3,excellent,4,23234,"medium, high, medium, high, excellent"
medium,2,high,3,medium,2,very_high,4,very_low,1,23241,"medium, high, medium, very_high, very_low"
medium,2,high,3,medium,2,very_high,4,low,2,23242,"medium, high, medium, very_high, low"
medium,2,high,3,medium,2,very_high,4,good,3,23243,"medium, high, medium, very_high, good"
medium,2,high,3,medium,2,very_high,4,excellent,4,23244,"medium, high, medium, very_high, excellent"
medium,2,high,3,high,3,low,1,very_low,1,23311,"medium, high, high, low, very_low"
medium,2,high,3,high,3,low,1,low,2,23312,"medium, high, high, low, low"
medium,2,high,3,high,3,low,1,good,3,23313,"medium, high, high, low, good"
medium,2,high,3,high,3,low,1,excellent,4,23314,"medium, high, high, low, excellent"
medium,2,high,3,high,3,medium,2,very_low,1,23321,"medium, high, high, medium, very_low"
medium,2,high,3,high,3,medium,2,low,2,23322,"medium, high, high, medium, low"
medium,2,high,3,high,3,medium,2,good,3,23323,"medium, high, high, medium, good"
medium,2,high,3,high,3,medium,2,excellent,4,23324,"medium, high, high, medium, excellent"
medium,2,high,3,high,3,high,3,very_low,1,23331,"medium, high, high, high, very_low"
medium,2,high,3,high,3,high,3,low,2,23332,"medium, high, high, high, low"
medium,2,high,3,high,3,high,3,good,3,23333,"medium, high, high, high, good"
medium,2,high,3,high,3,high,3,excellent,4,23334,"medium, high, high, high, excellent"
medium,2,high,3,high,3,very_high,4,very_low,1,23341,"medium, high, high, very_high, very_low"
medium,2,high,3,high,3,very_high,4,low,2,23342,"medium, high, high, very_high, low"
medium,2,high,3,high,3,very_high,4,good,3,23343,"medium, high, high, very_high, good"
medium,2,high,3,high,3,very_high,4,excellent,4,23344,"medium, high, high, very_high, excellent"
medium,2,high,3,very_high,4,low,1,very_low,1,23411,"medium, high, very_high, low, very_low"
medium,2,high,3,very_high,4,low,1,low,2,23412,"medium, high, very_high, low, low"
medium,2,high,3,very_high,4,low,1,good,3,23413,"medium, high, very_high, low, good"
medium,2,high,3,very_high,4,low,1,excellent,4,23414,"medium, high, very_high, low, excellent"
medium,2,high,3,very_high,4,medium,2,very_low,1,23421,"medium, high, very_high, medium, very_low"
medium,2,high,3,very_high,4,medium,2,low,2,23422,"medium, high, very_high, medium, low"
medium,2,high,3,very_high,4,medium,2,good,3,23423,"medium, high, very_high, medium, good"
medium,2,high,3,very_high,4,medium,2,excellent,4,23424,"medium, high, very_high, medium, excellent"
medium,2,high,3,very_high,4,high,3,very_low,1,23431,"medium, high, very_high, high, very_low"
medium,2,high,3,very_high,4,high,3,low,2,23432,"medium, high, very_high, high, low"
medium,2,high,3,very_high,4,high,3,good,3,23433,"medium, high, very_high, high, good"
medium,2,high,3,very_high,4,high,3,excellent,4,23434,"medium, high, very_high, high, excellent"
medium,2,high,3,very_high,4,very_high,4,very_low,1,23441,"medium, high, very_high, very_high, very_low"
medium,2,high,3,very_high,4,very_high,4,low,2,23442,"medium, high, very_high, very_high, low"
medium,2,high,3,very_high,4,very_high,4,good,3,23443,"medium, high, very_high, very_high, good"
medium,2,high,3,very_high,4,very_high,4,excellent,4,23444,"medium, high, very_high, very_high, excellent"
medium,2,very_high,4,low,1,low,1,very_low,1,24111,"medium, very_high, low, low, very_low"
medium,2,very_high,4,low,1,low,1,low,2,24112,"medium, very_high, low, low, low"
medium,2,very_high,4,low,1,low,1,good,3,24113,"medium, very_high, low, low, good"
medium,2,very_high,4,low,1,low,1,excellent,4,24114,"medium, very_high, low, low, excellent"
medium,2,very_high,4,low,1,medium,2,very_low,1,24121,"medium, very_high, low, medium, very_low"
medium,2,very_high,4,low,1,medium,2,low,2,24122,"medium, very_high, low, medium, low"
medium,2,very_high,4,low,1,medium,2,good,3,24123,"medium, very_high, low, medium, good"
medium,2,very_high,4,low,1,medium,2,excellent,4,24124,"medium, very_high, low, medium, excellent"
medium,2,very_high,4,low,1,high,3,very_low,1,24131,"medium, very_high, low, high, very_low"
medium,2,very_high,4,low,1,high,3,low,2,24132,"medium, very_high, low, high, low"
medium,2,very_high,4,low,1,high,3,good,3,24133,"medium, very_high, low, high, good"
medium,2,very_high,4,low,1,high,3,excellent,4,24134,"medium, very_high, low, high, excellent"
medium,2,very_high,4,low,1,very_high,4,very_low,1,24141,"medium, very_high, low, very_high, very_low"
medium,2,very_high,4,low,1,very_high,4,low,2,24142,"medium, very_high, low, very_high, low"
medium,2,very_high,4,low,1,very_high,4,good,3,24143,"medium, very_high, low, very_high, good"
medium,2,very_high,4,low,1,very_high,4,excellent,4,24144,"medium, very_high, low, very_high, excellent"
medium,2,very_high,4,medium,2,low,1,very_low,1,24211,"medium, very_high, medium, low, very_low"
medium,2,very_high,4,medium,2,low,1,low,2,24212,"medium, very_high, medium, low, low"
medium,2,very_high,4,medium,2,low,1,good,3,24213,"medium, very_high, medium, low, good"
medium,2,very_high,4,medium,2,low,1,excellent,4,24214,"medium, very_high, medium, low, excellent"
medium,2,very_high,4,medium,2,medium,2,very_low,1,24221,"medium, very_high, medium, medium, very_low"
medium,2,very_high,4,medium,2,medium,2,low,2,24222,"medium, very_high, medium, medium, low"
medium,2,very_high,4,medium,2,medium,2,good,3,24223,"medium, very_high, medium, medium, good"
medium,2,very_high,4,medium,2,medium,2,excellent,4,24224,"medium, very_high, medium, medium, excellent"
medium,2,very_high,4,medium,2,high,3,very_low,1,24231,"medium, very_high, medium, high, very_low"
medium,2,very_high,4,medium,2,high,3,low,2,24232,"medium, very_high, medium, high, low"
medium,2,very_high,4,medium,2,high,3,good,3,24233,"medium, very_high, medium, high, good"
medium,2,very_high,4,medium,2,high,3,excellent,4,24234,"medium, very_high, medium, high, excellent"
medium,2,very_high,4,medium,2,very_high,4,very_low,1,24241,"medium, very_high, medium, very_high, very_low"
medium,2,very_high,4,medium,2,very_high,4,low,2,24242,"medium, very_high, medium, very_high, low"
medium,2,very_high,4,medium,2,very_high,4,good,3,24243,"medium, very_high, medium, very_high, good"
medium,2,very_high,4,medium,2,very_high,4,excellent,4,24244,"medium, very_high, medium, very_high, excellent"
medium,2,very_high,4,high,3,low,1,very_low,1,24311,"medium, very_high, high, low, very_low"
medium,2,very_high,4,high,3,low,1,low,2,24312,"medium, very_high, high, low, low"
medium,2,very_high,4,high,3,low,1,good,3,24313,"medium, very_high, high, low, good"
medium,2,very_high,4,high,3,low,1,excellent,4,24314,"medium, very_high, high, low, excellent"
medium,2,very_high,4,high,3,medium,2,very_low,1,24321,"medium, very_high, high, medium, very_low"
medium,2,very_high,4,high,3,medium,2,low,2,24322,"medium, very_high, high, medium, low"
medium,2,very_high,4,high,3,medium,2,good,3,24323,"medium, very_high, high, medium, good"
medium,2,very_high,4,high,3,medium,2,excellent,4,24324,"medium, very_high, high, medium, excellent"
medium,2,very_high,4,high,3,high,3,very_low,1,24331,"medium, very_high, high, high, very_low"
medium,2,very_high,4,high,3,high,3,low,2,24332,"medium, very_high, high, high, low"
medium,2,very_high,4,high,3,high,3,good,3,24333,"medium, very_high, high, high, good"
medium,2,very_high,4,high,3,high,3,excellent,4,24334,"medium, very_high, high, high, excellent"
medium,2,very_high,4,high,3,very_high,4,very_low,1,24341,"medium, very_high, high, very_high, very_low"
medium,2,very_high,4,high,3,very_high,4,low,2,24342,"medium, very_high, high, very_high, low"
medium,2,very_high,4,high,3,very_high,4,good,3,24343,"medium, very_high, high, very_high, good"
medium,2,very_high,4,high,3,very_high,4,excellent,4,24344,"medium, very_high, high, very_high, excellent"
medium,2,very_high,4,very_high,4,low,1,very_low,1,24411,"medium, very_high, very_high, low, very_low"
medium,2,very_high,4,very_high,4,low,1,low,2,24412,"medium, very_high, very_high, low, low"
medium,2,very_high,4,very_high,4,low,1,good,3,24413,"medium, very_high, very_high, low, good"
medium,2,very_high,4,very_high,4,low,1,excellent,4,24414,"medium, very_high, very_high, low, excellent"
medium,2,very_high,4,very_high,4,medium,2,very_low,1,24421,"medium, very_high, very_high, medium, very_low"
medium,2,very_high,4,very_high,4,medium,2,low,2,24422,"medium, very_high, very_high, medium, low"
medium,2,very_high,4,very_high,4,medium,2,good,3,24423,"medium, very_high, very_high, medium, good"
medium,2,very_high,4,very_high,4,medium,2,excellent,4,24424,"medium, very_high, very_high, medium, excellent"
medium,2,very_high,4,very_high,4,high,3,very_low,1,24431,"medium, very_high, very_high, high, very_low"
medium,2,very_high,4,very_high,4,high,3,low,2,24432,"medium, very_high, very_high, high, low"
medium,2,very_high,4,very_high,4,high,3,good,3,24433,"medium, very_high, very_high, high, good"
medium,2,very_high,4,very_high,4,high,3,excellent,4,24434,"medium, very_high, very_high, high, excellent"
medium,2,very_high,4,very_high,4,very_high,4,very_low,1,24441,"medium, very_high, very_high, very_high, very_low"
medium,2,very_high,4,very_high,4,very_high,4,low,2,24442,"medium, very_high, very_high, very_high, low"
medium,2,very_high,4,very_high,4,very_high,4,good,3,24443,"medium, very_high, very_high, very_high, good"
medium,2,very_high,4,very_high,4,very_high,4,excellent,4,24444,"medium, very_high, very_high, very_high, excellent"
high,3,low,1,low,1,low,1,very_low,1,31111,"high, low, low, low, very_low"
high,3,low,1,low,1,low,1,low,2,31112,"high, low, low, low, low"
high,3,low,1,low,1,low,1,good,3,31113,"high, low, low, low, good"
high,3,low,1,low,1,low,1,excellent,4,31114,"high, low, low, low, excellent"
high,3,low,1,low,1,medium,2,very_low,1,31121,"high, low, low, medium, very_low"
high,3,low,1,low,1,medium,2,low,2,31122,"high, low, low, medium, low"
high,3,low,1,low,1,medium,2,good,3,31123,"high, low, low, medium, good"
high,3,low,1,low,1,medium,2,excellent,4,31124,"high, low, low, medium, excellent"
high,3,low,1,low,1,high,3,very_low,1,31131,"high, low, low, high, very_low"
high,3,low,1,low,1,high,3,low,2,31132,"high, low, low, high, low"
high,3,low,1,low,1,high,3,good,3,31133,"high, low, low, high, good"
high,3,low,1,low,1,high,3,excellent,4,31134,"high, low, low, high, excellent"
high,3,low,1,low,1,very_high,4,very_low,1,31141,"high, low, low, very_high, very_low"
high,3,low,1,low,1,very_high,4,low,2,31142,"high, low, low, very_high, low"
high,3,low,1,low,1,very_high,4,good,3,31143,"high, low, low, very_high, good"
high,3,low,1,low,1,very_high,4,excellent,4,31144,"high, low, low, very_high, excellent"
high,3,low,1,medium,2,low,1,very_low,1,31211,"high, low, medium, low, very_low"
high,3,low,1,medium,2,low,1,low,2,31212,"high, low, medium, low, low"
high,3,low,1,medium,2,low,1,good,3,31213,"high, low, medium, low, good"
high,3,low,1,medium,2,low,1,excellent,4,31214,"high, low, medium, low, excellent"
high,3,low,1,medium,2,medium,2,very_low,1,31221,"high, low, medium, medium, very_low"
high,3,low,1,medium,2,medium,2,low,2,31222,"high, low, medium, medium, low"
high,3,low,1,medium,2,medium,2,good,3,31223,"high, low, medium, medium, good"
high,3,low,1,medium,2,medium,2,excellent,4,31224,"high, low, medium, medium, excellent"
high,3,low,1,medium,2,high,3,very_low,1,31231,"high, low, medium, high, very_low"
high,3,low,1,medium,2,high,3,low,2,31232,"high, low, medium, high, low"
high,3,low,1,medium,2,high,3,good,3,31233,"high, low, medium, high, good"
high,3,low,1,medium,2,high,3,excellent,4,31234,"high, low, medium, high, excellent"
high,3,low,1,medium,2,very_high,4,very_low,1,31241,"high, low, medium, very_high, very_low"
high,3,low,1,medium,2,very_high,4,low,2,31242,"high, low, medium, very_high, low"
high,3,low,1,medium,2,very_high,4,good,3,31243,"high, low, medium, very_high, good"
high,3,low,1,medium,2,very_high,4,excellent,4,31244,"high, low, medium, very_high, excellent"
high,3,low,1,high,3,low,1,very_low,1,31311,"high, low, high, low, very_low"
high,3,low,1,high,3,low,1,low,2,31312,"high, low, high, low, low"
high,3,low,1,high,3,low,1,good,3,31313,"high, low, high, low, good"
high,3,low,1,high,3,low,1,excellent,4,31314,"high, low, high, low, excellent"
high,3,low,1,high,3,medium,2,very_low,1,31321,"high, low, high, medium, very_low"
high,3,low,1,high,3,medium,2,low,2,31322,"high, low, high, medium, low"
high,3,low,1,high,3,medium,2,good,3,31323,"high, low, high, medium, good"
high,3,low,1,high,3,medium,2,excellent,4,31324,"high, low, high, medium, excellent"
high,3,low,1,high,3,high,3,very_low,1,31331,"high, low, high, high, very_low"
high,3,low,1,high,3,high,3,low,2,31332,"high, low, high, high, low"
high,3,low,1,high,3,high,3,good,3,31333,"high, low, high, high, good"
high,3,low,1,high,3,high,3,excellent,4,31334,"high, low, high, high, excellent"
high,3,low,1,high,3,very_high,4,very_low,1,31341,"high, low, high, very_high, very_low"
high,3,low,1,high,3,very_high,4,low,2,31342,"high, low, high, very_high, low"
high,3,low,1,high,3,very_high,4,good,3,31343,"high, low, high, very_high, good"
high,3,low,1,high,3,very_high,4,excellent,4,31344,"high, low, high, very_high, excellent"
high,3,low,1,very_high,4,low,1,very_low,1,31411,"high, low, very_high, low, very_low"
high,3,low,1,very_high,4,low,1,low,2,31412,"high, low, very_high, low, low"
high,3,low,1,very_high,4,low,1,good,3,31413,"high, low, very_high, low, good"
high,3,low,1,very_high,4,low,1,excellent,4,31414,"high, low, very_high, low, excellent"
high,3,low,1,very_high,4,medium,2,very_low,1,31421,"high, low, very_high, medium, very_low"
high,3,low,1,very_high,4,medium,2,low,2,31422,"high, low, very_high, medium, low"
high,3,low,1,very_high,4,medium,2,good,3,31423,"high, low, very_high, medium, good"
high,3,low,1,very_high,4,medium,2,excellent,4,31424,"high, low, very_high, medium, excellent"
high,3,low,1,very_high,4,high,3,very_low,1,31431,"high, low, very_high, high, very_low"
high,3,low,1,very_high,4,high,3,low,2,31432,"high, low, very_high, high, low"
high,3,low,1,very_high,4,high,3,good,3,31433,"high, low, very_high, high, good"
high,3,low,1,very_high,4,high,3,excellent,4,31434,"high, low, very_high, high, excellent"
high,3,low,1,very_high,4,very_high,4,very_low,1,31441,"high, low, very_high, very_high, very_low"
high,3,low,1,very_high,4,very_high,4,low,2,31442,"high, low, very_high, very_high, low"
high,3,low,1,very_high,4,very_high,4,good,3,31443,"high, low, very_high, very_high, good"
high,3,low,1,very_high,4,very_high,4,excellent,4,31444,"high, low, very_high, very_high, excellent"
high,3,medium,2,low,1,low,1,very_low,1,32111,"high, medium, low, low, very_low"
high,3,medium,2,low,1,low,1,low,2,32112,"high, medium, low, low, low"
high,3,medium,2,low,1,low,1,good,3,32113,"high, medium, low, low, good"
high,3,medium,2,low,1,low,1,excellent,4,32114,"high, medium, low, low, excellent"
high,3,medium,2,low,1,medium,2,very_low,1,32121,"high, medium, low, medium, very_low"
high,3,medium,2,low,1,medium,2,low,2,32122,"high, medium, low, medium, low"
high,3,medium,2,low,1,medium,2,good,3,32123,"high, medium, low, medium, good"
high,3,medium,2,low,1,medium,2,excellent,4,32124,"high, medium, low, medium, excellent"
high,3,medium,2,low,1,high,3,very_low,1,32131,"high, medium, low, high, very_low"
high,3,medium,2,low,1,high,3,low,2,32132,"high, medium, low, high, low"
high,3,medium,2,low,1,high,3,good,3,32133,"high, medium, low, high, good"
high,3,medium,2,low,1,high,3,excellent,4,32134,"high, medium, low, high, excellent"
high,3,medium,2,low,1,very_high,4,very_low,1,32141,"high, medium, low, very_high, very_low"
high,3,medium,2,low,1,very_high,4,low,2,32142,"high, medium, low, very_high, low"
high,3,medium,2,low,1,very_high,4,good,3,32143,"high, medium, low, very_high, good"
high,3,medium,2,low,1,very_high,4,excellent,4,32144,"high, medium, low, very_high, excellent"
high,3,medium,2,medium,2,low,1,very_low,1,32211,"high, medium, medium, low, very_low"
high,3,medium,2,medium,2,low,1,low,2,32212,"high, medium, medium, low, low"
high,3,medium,2,medium,2,low,1,good,3,32213,"high, medium, medium, low, good"
high,3,medium,2,medium,2,low,1,excellent,4,32214,"high, medium, medium, low, excellent"
high,3,medium,2,medium,2,medium,2,very_low,1,32221,"high, medium, medium, medium, very_low"
high,3,medium,2,medium,2,medium,2,low,2,32222,"high, medium, medium, medium, low"
high,3,medium,2,medium,2,medium,2,good,3,32223,"high, medium, medium, medium, good"
high,3,medium,2,medium,2,medium,2,excellent,4,32224,"high, medium, medium, medium, excellent"
high,3,medium,2,medium,2,high,3,very_low,1,32231,"high, medium, medium, high, very_low"
high,3,medium,2,medium,2,high,3,low,2,32232,"high, medium, medium, high, low"
high,3,medium,2,medium,2,high,3,good,3,32233,"high, medium, medium, high, good"
high,3,medium,2,medium,2,high,3,excellent,4,32234,"high, medium, medium, high, excellent"
high,3,medium,2,medium,2,very_high,4,very_low,1,32241,"high, medium, medium, very_high, very_low"
high,3,medium,2,medium,2,very_high,4,low,2,32242,"high, medium, medium, very_high, low"
high,3,medium,2,medium,2,very_high,4,good,3,32243,"high, medium, medium, very_high, good"
high,3,medium,2,medium,2,very_high,4,excellent,4,32244,"high, medium, medium, very_high, excellent"
high,3,medium,2,high,3,low,1,very_low,1,32311,"high, medium, high, low, very_low"
high,3,medium,2,high,3,low,1,low,2,32312,"high, medium, high, low, low"
high,3,medium,2,high,3,low,1,good,3,32313,"high, medium, high, low, good"
high,3,medium,2,high,3,low,1,excellent,4,32314,"high, medium, high, low, excellent"
high,3,medium,2,high,3,medium,2,very_low,1,32321,"high, medium, high, medium, very_low"
high,3,medium,2,high,3,medium,2,low,2,32322,"high, medium, high, medium, low"
high,3,medium,2,high,3,medium,2,good,3,32323,"high, medium, high, medium, good"
high,3,medium,2,high,3,medium,2,excellent,4,32324,"high, medium, high, medium, excellent"
high,3,medium,2,high,3,high,3,very_low,1,32331,"high, medium, high, high, very_low"
high,3,medium,2,high,3,high,3,low,2,32332,"high, medium, high, high, low"
high,3,medium,2,high,3,high,3,good,3,32333,"high, medium, high, high, good"
high,3,medium,2,high,3,high,3,excellent,4,32334,"high, medium, high, high, excellent"
high,3,medium,2,high,3,very_high,4,very_low,1,32341,"high, medium, high, very_high, very_low"
high,3,medium,2,high,3,very_high,4,low,2,32342,"high, medium, high, very_high, low"
high,3,medium,2,high,3,very_high,4,good,3,32343,"high, medium, high, very_high, good"
high,3,medium,2,high,3,very_high,4,excellent,4,32344,"high, medium, high, very_high, excellent"
high,3,medium,2,very_high,4,low,1,very_low,1,32411,"high, medium, very_high, low, very_low"
high,3,medium,2,very_high,4,low,1,low,2,32412,"high, medium, very_high, low, low"
high,3,medium,2,very_high,4,low,1,good,3,32413,"high, medium, very_high, low, good"
high,3,medium,2,very_high,4,low,1,excellent,4,32414,"high, medium, very_high, low, excellent"
high,3,medium,2,very_high,4,medium,2,very_low,1,32421,"high, medium, very_high, medium, very_low"
high,3,medium,2,very_high,4,medium,2,low,2,32422,"high, medium, very_high, medium, low"
high,3,medium,2,very_high,4,medium,2,good,3,32423,"high, medium, very_high, medium, good"
high,3,medium,2,very_high,4,medium,2,excellent,4,32424,"high, medium, very_high, medium, excellent"
high,3,medium,2,very_high,4,high,3,very_low,1,32431,"high, medium, very_high, high, very_low"
high,3,medium,2,very_high,4,high,3,low,2,32432,"high, medium, very_high, high, low"
high,3,medium,2,very_high,4,high,3,good,3,32433,"high, medium, very_high, high, good"
high,3,medium,2,very_high,4,high,3,excellent,4,32434,"high, medium, very_high, high, excellent"
high,3,medium,2,very_high,4,very_high,4,very_low,1,32441,"high, medium, very_high, very_high, very_low"
high,3,medium,2,very_high,4,very_high,4,low,2,32442,"high, medium, very_high, very_high, low"
high,3,medium,2,very_high,4,very_high,4,good,3,32443,"high, medium, very_high, very_high, good"
high,3,medium,2,very_high,4,very_high,4,excellent,4,32444,"high, medium, very_high, very_high, excellent"
high,3,high,3,low,1,low,1,very_low,1,33111,"high, high, low, low, very_low"
high,3,high,3,low,1,low,1,low,2,33112,"high, high, low, low, low"
high,3,high,3,low,1,low,1,good,3,33113,"high, high, low, low, good"
high,3,high,3,low,1,low,1,excellent,4,33114,"high, high, low, low, excellent"
high,3,high,3,low,1,medium,2,very_low,1,33121,"high, high, low, medium, very_low"
high,3,high,3,low,1,medium,2,low,2,33122,"high, high, low, medium, low"
high,3,high,3,low,1,medium,2,good,3,33123,"high, high, low, medium, good"
high,3,high,3,low,1,medium,2,excellent,4,33124,"high, high, low, medium, excellent"
high,3,high,3,low,1,high,3,very_low,1,33131,"high, high, low, high, very_low"
high,3,high,3,low,1,high,3,low,2,33132,"high, high, low, high, low"
high,3,high,3,low,1,high,3,good,3,33133,"high, high, low, high, good"
high,3,high,3,low,1,high,3,excellent,4,33134,"high, high, low, high, excellent"
high,3,high,3,low,1,very_high,4,very_low,1,33141,"high, high, low, very_high, very_low"
high,3,high,3,low,1,very_high,4,low,2,33142,"high, high, low, very_high, low"
high,3,high,3,low,1,very_high,4,good,3,33143,"high, high, low, very_high, good"
high,3,high,3,low,1,very_high,4,excellent,4,33144,"high, high, low, very_high, excellent"
high,3,high,3,medium,2,low,1,very_low,1,33211,"high, high, medium, low, very_low"
high,3,high,3,medium,2,low,1,low,2,33212,"high, high, medium, low, low"
