category_environment,environment_id,category_job_satisfaction,job_satisfaction_id,category_job_involvment,job_involvment_id,category_relationship,relationship_id,category_balance,balance_id,satisfaction_id,satisfaction
High,,medium,2,low,1,high,3,excellent,4,2134,"High, medium, low, high, excellent"
High,,medium,2,low,1,very_high,4,very_low,1,2141,"High, medium, low, very_high, very_low"
High,,medium,2,low,1,very_high,4,low,2,2142,"High, medium, low, very_high, low"
High,,medium,2,low,1,very_high,4,good,3,2143,"High, medium, low, very_high, good"
High,,medium,2,low,1,very_high,4,excellent,4,2144,"High, medium, low, very_high, excellent"
High,,medium,2,medium,2,low,1,very_low,1,2211,"High, medium, medium, low, very_low"
High,,medium,2,medium,2,low,1,low,2,2212,"High, medium, medium, low, low"
High,,medium,2,medium,2,low,1,good,3,2213,"High, medium, medium, low, good"
High,,medium,2,medium,2,low,1,excellent,4,2214,"High, medium, medium, low, excellent"
High,,medium,2,medium,2,medium,2,very_low,1,2221,"High, medium, medium, medium, very_low"
High,,medium,2,medium,2,medium,2,low,2,2222,"High, medium, medium, medium, low"
High,,medium,2,medium,2,medium,2,good,3,2223,"High, medium, medium, medium, good"
High,,medium,2,medium,2,medium,2,excellent,4,2224,"High, medium, medium, medium, excellent"
High,,medium,2,medium,2,high,3,very_low,1,2231,"High, medium, medium, high, very_low"
High,,medium,2,medium,2,high,3,low,2,2232,"High, medium, medium, high, low"
High,,medium,2,medium,2,high,3,good,3,2233,"High, medium, medium, high, good"
High,,medium,2,medium,2,high,3,excellent,4,2234,"High, medium, medium, high, excellent"
High,,medium,2,medium,2,very_high,4,very_low,1,2241,"High, medium, medium, very_high, very_low"
High,,medium,2,medium,2,very_high,4,low,2,2242,"High, medium, medium, very_high, low"
High,,medium,2,medium,2,very_high,4,good,3,2243,"High, medium, medium, very_high, good"
High,,medium,2,medium,2,very_high,4,excellent,4,2244,"High, medium, medium, very_high, excellent"
High,,medium,2,high,3,low,1,very_low,1,2311,"High, medium, high, low, very_low"
High,,medium,2,high,3,low,1,low,2,2312,"High, medium, high, low, low"
High,,medium,2,high,3,low,1,good,3,2313,"High, medium, high, low, good"
High,,medium,2,high,3,low,1,excellent,4,2314,"High, medium, high, low, excellent"
High,,medium,2,high,3,medium,2,very_low,1,2321,"High, medium, high, medium, very_low"
High,,medium,2,high,3,medium,2,low,2,2322,"High, medium, high, medium, low"
High,,medium,2,high,3,medium,2,good,3,2323,"High, medium, high, medium, good"
High,,medium,2,high,3,medium,2,excellent,4,2324,"High, medium, high, medium, excellent"
High,,medium,2,high,3,high,3,very_low,1,2331,"High, medium, high, high, very_low"
High,,medium,2,high,3,high,3,low,2,2332,"High, medium, high, high, low"
High,,medium,2,high,3,high,3,good,3,2333,"High, medium, high, high, good"
High,,medium,2,high,3,high,3,excellent,4,2334,"High, medium, high, high, excellent"
High,,medium,2,high,3,very_high,4,very_low,1,2341,"High, medium, high, very_high, very_low"
High,,medium,2,high,3,very_high,4,low,2,2342,"High, medium, high, very_high, low"
High,,medium,2,high,3,very_high,4,good,3,2343,"High, medium, high, very_high, good"
High,,medium,2,high,3,very_high,4,excellent,4,2344,"High, medium, high, very_high, excellent"
High,,medium,2,very_high,4,low,1,very_low,1,2411,"High, medium, very_high, low, very_low"
High,,medium,2,very_high,4,low,1,low,2,2412,"High, medium, very_high, low, low"
High,,medium,2,very_high,4,low,1,good,3,2413,"High, medium, very_high, low, good"
High,,medium,2,very_high,4,low,1,excellent,4,2414,"High, medium, very_high, low, excellent"
High,,medium,2,very_high,4,medium,2,very_low,1,2421,"High, medium, very_high, medium, very_low"
High,,medium,2,very_high,4,medium,2,low,2,2422,"High, medium, very_high, medium, low"
High,,medium,2,very_high,4,medium,2,good,3,2423,"High, medium, very_high, medium, good"
High,,medium,2,very_high,4,medium,2,excellent,4,2424,"High, medium, very_high, medium, excellent"
High,,medium,2,very_high,4,high,3,very_low,1,2431,"High, medium, very_high, high, very_low"
High,,medium,2,very_high,4,high,3,low,2,2432,"High, medium, very_high, high, low"
High,,medium,2,very_high,4,high,3,good,3,2433,"High, medium, very_high, high, good"
High,,medium,2,very_high,4,high,3,excellent,4,2434,"High, medium, very_high, high, excellent"
High,,medium,2,very_high,4,very_high,4,very_low,1,2441,"High, medium, very_high, very_high, very_low"
High,,medium,2,very_high,4,very_high,4,low,2,2442,"High, medium, very_high, very_high, low"
High,,medium,2,very_high,4,very_high,4,good,3,2443,"High, medium, very_high, very_high, good"
High,,medium,2,very_high,4,very_high,4,excellent,4,2444,"High, medium, very_high, very_high, excellent"
High,,high,3,low,1,low,1,very_low,1,3111,"High, high, low, low, very_low"
High,,high,3,low,1,low,1,low,2,3112,"High, high, low, low, low"
High,,high,3,low,1,low,1,good,3,3113,"High, high, low, low, good"
High,,high,3,low,1,low,1,excellent,4,3114,"High, high, low, low, excellent"
High,,high,3,low,1,medium,2,very_low,1,3121,"High, high, low, medium, very_low"
High,,high,3,low,1,medium,2,low,2,3122,"High, high, low, medium, low"
High,,high,3,low,1,medium,2,good,3,3123,"High, high, low, medium, good"
High,,high,3,low,1,medium,2,excellent,4,3124,"High, high, low, medium, excellent"
High,,high,3,low,1,high,3,very_low,1,3131,"High, high, low, high, very_low"
High,,high,3,low,1,high,3,low,2,3132,"High, high, low, high, low"
High,,high,3,low,1,high,3,good,3,3133,"High, high, low, high, good"
High,,high,3,low,1,high,3,excellent,4,3134,"High, high, low, high, excellent"
High,,high,3,low,1,very_high,4,very_low,1,3141,"High, high, low, very_high, very_low"
High,,high,3,low,1,very_high,4,low,2,3142,"High, high, low, very_high, low"
High,,high,3,low,1,very_high,4,good,3,3143,"High, high, low, very_high, good"
High,,high,3,low,1,very_high,4,excellent,4,3144,"High, high, low, very_high, excellent"
High,,high,3,medium,2,low,1,very_low,1,3211,"High, high, medium, low, very_low"
High,,high,3,medium,2,low,1,low,2,3212,"High, high, medium, low, low"
High,,high,3,medium,2,low,1,good,3,3213,"High, high, medium, low, good"
High,,high,3,medium,2,low,1,excellent,4,3214,"High, high, medium, low, excellent"
High,,high,3,medium,2,medium,2,very_low,1,3221,"High, high, medium, medium, very_low"
High,,high,3,medium,2,medium,2,low,2,3222,"High, high, medium, medium, low"
High,,high,3,medium,2,medium,2,good,3,3223,"High, high, medium, medium, good"
High,,high,3,medium,2,medium,2,excellent,4,3224,"High, high, medium, medium, excellent"
High,,high,3,medium,2,high,3,very_low,1,3231,"High, high, medium, high, very_low"
High,,high,3,medium,2,high,3,low,2,3232,"High, high, medium, high, low"
High,,high,3,medium,2,high,3,good,3,3233,"High, high, medium, high, good"
High,,high,3,medium,2,high,3,excellent,4,3234,"High, high, medium, high, excellent"
High,,high,3,medium,2,very_high,4,very_low,1,3241,"High, high, medium, very_high, very_low"
High,,high,3,medium,2,very_high,4,low,2,3242,"High, high, medium, very_high, low"
High,,high,3,medium,2,very_high,4,good,3,3243,"High, high, medium, very_high, good"
High,,high,3,medium,2,very_high,4,excellent,4,3244,"High, high, medium, very_high, excellent"
High,,high,3,high,3,low,1,very_low,1,3311,"High, high, high, low, very_low"
High,,high,3,high,3,low,1,low,2,3312,"High, high, high, low, low"
High,,high,3,high,3,low,1,good,3,3313,"High, high, high, low, good"
High,,high,3,high,3,low,1,excellent,4,3314,"High, high, high, low, excellent"
High,,high,3,high,3,medium,2,very_low,1,3321,"High, high, high, medium, very_low"
High,,high,3,high,3,medium,2,low,2,3322,"High, high, high, medium, low"
High,,high,3,high,3,medium,2,good,3,3323,"High, high, high, medium, good"
High,,high,3,high,3,medium,2,excellent,4,3324,"High, high, high, medium, excellent"
High,,high,3,high,3,high,3,very_low,1,3331,"High, high, high, high, very_low"
High,,high,3,high,3,high,3,low,2,3332,"High, high, high, high, low"
High,,high,3,high,3,high,3,good,3,3333,"High, high, high, high, good"
High,,high,3,high,3,high,3,excellent,4,3334,"High, high, high, high, excellent"
High,,high,3,high,3,very_high,4,very_low,1,3341,"High, high, high, very_high, very_low"
High,,high,3,high,3,very_high,4,low,2,3342,"High, high, high, very_high, low"
High,,high,3,high,3,very_high,4,good,3,3343,"High, high, high, very_high, good"
High,,high,3,high,3,very_high,4,excellent,4,3344,"High, high, high, very_high, excellent"
High,,high,3,very_high,4,low,1,very_low,1,3411,"High, high, very_high, low, very_low"
High,,high,3,very_high,4,low,1,low,2,3412,"High, high, very_high, low, low"
High,,high,3,very_high,4,low,1,good,3,3413,"High, high, very_high, low, good"
High,,high,3,very_high,4,low,1,excellent,4,3414,"High, high, very_high, low, excellent"
High,,high,3,very_high,4,medium,2,very_low,1,3421,"High, high, very_high, medium, very_low"
High,,high,3,very_high,4,medium,2,low,2,3422,"High, high, very_high, medium, low"
High,,high,3,very_high,4,medium,2,good,3,3423,"High, high, very_high, medium, good"
High,,high,3,very_high,4,medium,2,excellent,4,3424,"High, high, very_high, medium, excellent"
High,,high,3,very_high,4,high,3,very_low,1,3431,"High, high, very_high, high, very_low"
High,,high,3,very_high,4,high,3,low,2,3432,"High, high, very_high, high, low"
High,,high,3,very_high,4,high,3,good,3,3433,"High, high, very_high, high, good"
High,,high,3,very_high,4,high,3,excellent,4,3434,"High, high, very_high, high, excellent"
High,,high,3,very_high,4,very_high,4,very_low,1,3441,"High, high, very_high, very_high, very_low"
High,,high,3,very_high,4,very_high,4,low,2,3442,"High, high, very_high, very_high, low"
High,,high,3,very_high,4,very_high,4,good,3,3443,"High, high, very_high, very_high, good"
High,,high,3,very_high,4,very_high,4,excellent,4,3444,"High, high, very_high, very_high, excellent"
High,,very_high,4,low,1,low,1,very_low,1,4111,"High, very_high, low, low, very_low"
High,,very_high,4,low,1,low,1,low,2,4112,"High, very_high, low, low, low"
High,,very_high,4,low,1,low,1,good,3,4113,"High, very_high, low, low, good"
High,,very_high,4,low,1,low,1,excellent,4,4114,"High, very_high, low, low, excellent"
High,,very_high,4,low,1,medium,2,very_low,1,4121,"High, very_high, low, medium, very_low"
High,,very_high,4,low,1,medium,2,low,2,4122,"High, very_high, low, medium, low"
High,,very_high,4,low,1,medium,2,good,3,4123,"High, very_high, low, medium, good"
High,,very_high,4,low,1,medium,2,excellent,4,4124,"High, very_high, low, medium, excellent"
High,,very_high,4,low,1,high,3,very_low,1,4131,"High, very_high, low, high, very_low"
High,,very_high,4,low,1,high,3,low,2,4132,"High, very_high, low, high, low"
High,,very_high,4,low,1,high,3,good,3,4133,"High, very_high, low, high, good"
High,,very_high,4,low,1,high,3,excellent,4,4134,"High, very_high, low, high, excellent"
High,,very_high,4,low,1,very_high,4,very_low,1,4141,"High, very_high, low, very_high, very_low"
High,,very_high,4,low,1,very_high,4,low,2,4142,"High, very_high, low, very_high, low"
High,,very_high,4,low,1,very_high,4,good,3,4143,"High, very_high, low, very_high, good"
High,,very_high,4,low,1,very_high,4,excellent,4,4144,"High, very_high, low, very_high, excellent"
High,,very_high,4,medium,2,low,1,very_low,1,4211,"High, very_high, medium, low, very_low"
High,,very_high,4,medium,2,low,1,low,2,4212,"High, very_high, medium, low, low"
High,,very_high,4,medium,2,low,1,good,3,4213,"High, very_high, medium, low, good"
High,,very_high,4,medium,2,low,1,excellent,4,4214,"High, very_high, medium, low, excellent"
High,,very_high,4,medium,2,medium,2,very_low,1,4221,"High, very_high, medium, medium, very_low"
High,,very_high,4,medium,2,medium,2,low,2,4222,"High, very_high, medium, medium, low"
High,,very_high,4,medium,2,medium,2,good,3,4223,"High, very_high, medium, medium, good"
High,,very_high,4,medium,2,medium,2,excellent,4,4224,"High, very_high, medium, medium, excellent"
High,,very_high,4,medium,2,high,3,very_low,1,4231,"High, very_high, medium, high, very_low"
High,,very_high,4,medium,2,high,3,low,2,4232,"High, very_high, medium, high, low"
High,,very_high,4,medium,2,high,3,good,3,4233,"High, very_high, medium, high, good"
High,,very_high,4,medium,2,high,3,excellent,4,4234,"High, very_high, medium, high, excellent"
High,,very_high,4,medium,2,very_high,4,very_low,1,4241,"High, very_high, medium, very_high, very_low"
High,,very_high,4,medium,2,very_high,4,low,2,4242,"High, very_high, medium, very_high, low"
High,,very_high,4,medium,2,very_high,4,good,3,4243,"High, very_high, medium, very_high, good"
High,,very_high,4,medium,2,very_high,4,excellent,4,4244,"High, very_high, medium, very_high, excellent"
High,,very_high,4,high,3,low,1,very_low,1,4311,"High, very_high, high, low, very_low"
High,,very_high,4,high,3,low,1,low,2,4312,"High, very_high, high, low, low"
High,,very_high,4,high,3,low,1,good,3,4313,"High, very_high, high, low, good"
High,,very_high,4,high,3,low,1,excellent,4,4314,"High, very_high, high, low, excellent"
High,,very_high,4,high,3,medium,2,very_low,1,4321,"High, very_high, high, medium, very_low"
High,,very_high,4,high,3,medium,2,low,2,4322,"High, very_high, high, medium, low"
High,,very_high,4,high,3,medium,2,good,3,4323,"High, very_high, high, medium, good"
High,,very_high,4,high,3,medium,2,excellent,4,4324,"High, very_high, high, medium, excellent"
High,,very_high,4,high,3,high,3,very_low,1,4331,"High, very_high, high, high, very_low"
High,,very_high,4,high,3,high,3,low,2,4332,"High, very_high, high, high, low"
High,,very_high,4,high,3,high,3,good,3,4333,"High, very_high, high, high, good"
High,,very_high,4,high,3,high,3,excellent,4,4334,"High, very_high, high, high, excellent"
High,,very_high,4,high,3,very_high,4,very_low,1,4341,"High, very_high, high, very_high, very_low"
High,,very_high,4,high,3,very_high,4,low,2,4342,"High, very_high, high, very_high, low"
High,,very_high,4,high,3,very_high,4,good,3,4343,"High, very_high, high, very_high, good"
High,,very_high,4,high,3,very_high,4,excellent,4,4344,"High, very_high, high, very_high, excellent"
High,,very_high,4,very_high,4,low,1,very_low,1,4411,"High, very_high, very_high, low, very_low"
High,,very_high,4,very_high,4,low,1,low,2,4412,"High, very_high, very_high, low, low"
High,,very_high,4,very_high,4,low,1,good,3,4413,"High, very_high, very_high, low, good"
High,,very_high,4,very_high,4,low,1,excellent,4,4414,"High, very_high, very_high, low, excellent"
High,,very_high,4,very_high,4,medium,2,very_low,1,4421,"High, very_high, very_high, medium, very_low"
High,,very_high,4,very_high,4,medium,2,low,2,4422,"High, very_high, very_high, medium, low"
High,,very_high,4,very_high,4,medium,2,good,3,4423,"High, very_high, very_high, medium, good"
High,,very_high,4,very_high,4,medium,2,excellent,4,4424,"High, very_high, very_high, medium, excellent"
High,,very_high,4,very_high,4,high,3,very_low,1,4431,"High, very_high, very_high, high, very_low"
High,,very_high,4,very_high,4,high,3,low,2,4432,"High, very_high, very_high, high, low"
High,,very_high,4,very_high,4,high,3,good,3,4433,"High, very_high, very_high, high, good"
High,,very_high,4,very_high,4,high,3,excellent,4,4434,"High, very_high, very_high, high, excellent"
High,,very_high,4,very_high,4,very_high,4,very_low,1,4441,"High, very_high, very_high, very_high, very_low"
High,,very_high,4,very_high,4,very_high,4,low,2,4442,"High, very_high, very_high, very_high, low"
High,,very_high,4,very_high,4,very_high,4,good,3,4443,"High, very_high, very_high, very_high, good"
High,,very_high,4,very_high,4,very_high,4,excellent,4,4444,"High, very_high, very_high, very_high, excellent"
Very High,,low,1,low,1,low,1,very_low,1,1111,"Very High, low, low, low, very_low"
Very High,,low,1,low,1,low,1,low,2,1112,"Very High, low, low, low, low"
Very High,,low,1,low,1,low,1,good,3,1113,"Very High, low, low, low, good"
Very High,,low,1,low,1,low,1,excellent,4,1114,"Very High, low, low, low, excellent"
Very High,,low,1,low,1,medium,2,very_low,1,1121,"Very High, low, low, medium, very_low"
Very High,,low,1,low,1,medium,2,low,2,1122,"Very High, low, low, medium, low"
Very High,,low,1,low,1,medium,2,good,3,1123,"Very High, low, low, medium, good"
Very High,,low,1,low,1,medium,2,excellent,4,1124,"Very High, low, low, medium, excellent"
Very High,,low,1,low,1,high,3,very_low,1,1131,"Very High, low, low, high, very_low"
Very High,,low,1,low,1,high,3,low,2,1132,"Very High, low, low, high, low"
Very High,,low,1,low,1,high,3,good,3,1133,"Very High, low, low, high, good"
Very High,,low,1,low,1,high,3,excellent,4,1134,"Very High, low, low, high, excellent"
Very High,,low,1,low,1,very_high,4,very_low,1,1141,"Very High, low, low, very_high, very_low"
Very High,,low,1,low,1,very_high,4,low,2,1142,"Very High, low, low, very_high, low"
Very High,,low,1,low,1,very_high,4,good,3,1143,"Very High, low, low, very_high, good"
Very High,,low,1,low,1,very_high,4,excellent,4,1144,"Very High, low, low, very_high, excellent"
Very High,,low,1,medium,2,low,1,very_low,1,1211,"Very High, low, medium, low, very_low"
Very High,,low,1,medium,2,low,1,low,2,1212,"Very High, low, medium, low, low"
Very High,,low,1,medium,2,low,1,good,3,1213,"Very High, low, medium, low, good"
Very High,,low,1,medium,2,low,1,excellent,4,1214,"Very High, low, medium, low, excellent"
Very High,,low,1,medium,2,medium,2,very_low,1,1221,"Very High, low, medium, medium, very_low"
Very High,,low,1,medium,2,medium,2,low,2,1222,"Very High, low, medium, medium, low"
Very High,,low,1,medium,2,medium,2,good,3,1223,"Very High, low, medium, medium, good"
Very High,,low,1,medium,2,medium,2,excellent,4,1224,"Very High, low, medium, medium, excellent"
Very High,,low,1,medium,2,high,3,very_low,1,1231,"Very High, low, medium, high, very_low"
Very High,,low,1,medium,2,high,3,low,2,1232,"Very High, low, medium, high, low"
Very High,,low,1,medium,2,high,3,good,3,1233,"Very High, low, medium, high, good"
Very High,,low,1,medium,2,high,3,excellent,4,1234,"Very High, low, medium, high, excellent"
Very High,,low,1,medium,2,very_high,4,very_low,1,1241,"Very High, low, medium, very_high, very_low"
Very High,,low,1,medium,2,very_high,4,low,2,1242,"Very High, low, medium, very_high, low"
Very High,,low,1,medium,2,very_high,4,good,3,1243,"Very High, low, medium, very_high, good"
Very High,,low,1,medium,2,very_high,4,excellent,4,1244,"Very High, low, medium, very_high, excellent"
Very High,,low,1,high,3,low,1,very_low,1,1311,"Very High, low, high, low, very_low"
Very High,,low,1,high,3,low,1,low,2,1312,"Very High, low, high, low, low"
Very High,,low,1,high,3,low,1,good,3,1313,"Very High, low, high, low, good"
Very High,,low,1,high,3,low,1,excellent,4,1314,"Very High, low, high, low, excellent"
Very High,,low,1,high,3,medium,2,very_low,1,1321,"Very High, low, high, medium, very_low"
Very High,,low,1,high,3,medium,2,low,2,1322,"Very High, low, high, medium, low"
Very High,,low,1,high,3,medium,2,good,3,1323,"Very High, low, high, medium, good"
Very High,,low,1,high,3,medium,2,excellent,4,1324,"Very High, low, high, medium, excellent"
Very High,,low,1,high,3,high,3,very_low,1,1331,"Very High, low, high, high, very_low"
Very High,,low,1,high,3,high,3,low,2,1332,"Very High, low, high, high, low"
Very High,,low,1,high,3,high,3,good,3,1333,"Very High, low, high, high, good"
Very High,,low,1,high,3,high,3,excellent,4,1334,"Very High, low, high, high, excellent"
Very High,,low,1,high,3,very_high,4,very_low,1,1341,"Very High, low, high, very_high, very_low"
Very High,,low,1,high,3,very_high,4,low,2,1342,"Very High, low, high, very_high, low"
Very High,,low,1,high,3,very_high,4,good,3,1343,"Very High, low, high, very_high, good"
Very High,,low,1,high,3,very_high,4,excellent,4,1344,"Very High, low, high, very_high, excellent"
Very High,,low,1,very_high,4,low,1,very_low,1,1411,"Very High, low, very_high, low, very_low"
Very High,,low,1,very_high,4,low,1,low,2,1412,"Very High, low, very_high, low, low"
Very High,,low,1,very_high,4,low,1,good,3,1413,"Very High, low, very_high, low, good"
Very High,,low,1,very_high,4,low,1,excellent,4,1414,"Very High, low, very_high, low, excellent"
Very High,,low,1,very_high,4,medium,2,very_low,1,1421,"Very High, low, very_high, medium, very_low"
Very High,,low,1,very_high,4,medium,2,low,2,1422,"Very High, low, very_high, medium, low"
Very High,,low,1,very_high,4,medium,2,good,3,1423,"Very High, low, very_high, medium, good"
Very High,,low,1,very_high,4,medium,2,excellent,4,1424,"Very High, low, very_high, medium, excellent"
Very High,,low,1,very_high,4,high,3,very_low,1,1431,"Very High, low, very_high, high, very_low"
Very High,,low,1,very_high,4,high,3,low,2,1432,"Very High, low, very_high, high, low"
Very High,,low,1,very_high,4,high,3,good,3,1433,"Very High, low, very_high, high, good"
Very High,,low,1,very_high,4,high,3,excellent,4,1434,"Very High, low, very_high, high, excellent"
Very High,,low,1,very_high,4,very_high,4,very_low,1,1441,"Very High, low, very_high, very_high, very_low"
Very High,,low,1,very_high,4,very_high,4,low,2,1442,"Very High, low, very_high, very_high, low"
Very High,,low,1,very_high,4,very_high,4,good,3,1443,"Very High, low, very_high, very_high, good"
Very High,,low,1,very_high,4,very_high,4,excellent,4,1444,"Very High, low, very_high, very_high, excellent"
Very High,,medium,2,low,1,low,1,very_low,1,2111,"Very High, medium, low, low, very_low"
Very High,,medium,2,low,1,low,1,low,2,2112,"Very High, medium, low, low, low"
Very High,,medium,2,low,1,low,1,good,3,2113,"Very High, medium, low, low, good"
Very High,,medium,2,low,1,low,1,excellent,4,2114,"Very High, medium, low, low, excellent"
Very High,,medium,2,low,1,medium,2,very_low,1,2121,"Very High, medium, low, medium, very_low"
Very High,,medium,2,low,1,medium,2,low,2,2122,"Very High, medium, low, medium, low"
Very High,,medium,2,low,1,medium,2,good,3,2123,"Very High, medium, low, medium, good"
Very High,,medium,2,low,1,medium,2,excellent,4,2124,"Very High, medium, low, medium, excellent"
Very High,,medium,2,low,1,high,3,very_low,1,2131,"Very High, medium, low, high, very_low"
Very High,,medium,2,low,1,high,3,low,2,2132,"Very High, medium, low, high, low"
Very High,,medium,2,low,1,high,3,good,3,2133,"Very High, medium, low, high, good"
Very High,,medium,2,low,1,high,3,excellent,4,2134,"Very High, medium, low, high, excellent"
Very High,,medium,2,low,1,very_high,4,very_low,1,2141,"Very High, medium, low, very_high, very_low"
Very High,,medium,2,low,1,very_high,4,low,2,2142,"Very High, medium, low, very_high, low"
Very High,,medium,2,low,1,very_high,4,good,3,2143,"Very High, medium, low, very_high, good"
Very High,,medium,2,low,1,very_high,4,excellent,4,2144,"Very High, medium, low, very_high, excellent"
Very High,,medium,2,medium,2,low,1,very_low,1,2211,"Very High, medium, medium, low, very_low"
Very High,,medium,2,medium,2,low,1,low,2,2212,"Very High, medium, medium, low, low"
Very High,,medium,2,medium,2,low,1,good,3,2213,"Very High, medium, medium, low, good"
Very High,,medium,2,medium,2,low,1,excellent,4,2214,"Very High, medium, medium, low, excellent"
Very High,,medium,2,medium,2,medium,2,very_low,1,2221,"Very High, medium, medium, medium, very_low"
Very High,,medium,2,medium,2,medium,2,low,2,2222,"Very High, medium, medium, medium, low"
Very High,,medium,2,medium,2,medium,2,good,3,2223,"Very High, medium, medium, medium, good"
Very High,,medium,2,medium,2,medium,2,excellent,4,2224,"Very High, medium, medium, medium, excellent"
Very High,,medium,2,medium,2,high,3,very_low,1,2231,"Very High, medium, medium, high, very_low"
Very High,,medium,2,medium,2,high,3,low,2,2232,"Very High, medium, medium, high, low"
Very High,,medium,2,medium,2,high,3,good,3,2233,"Very High, medium, medium, high, good"
Very High,,medium,2,medium,2,high,3,excellent,4,2234,"Very High, medium, medium, high, excellent"
Very High,,medium,2,medium,2,very_high,4,very_low,1,2241,"Very High, medium, medium, very_high, very_low"
Very High,,medium,2,medium,2,very_high,4,low,2,2242,"Very High, medium, medium, very_high, low"
Very High,,medium,2,medium,2,very_high,4,good,3,2243,"Very High, medium, medium, very_high, good"
Very High,,medium,2,medium,2,very_high,4,excellent,4,2244,"Very High, medium, medium, very_high, excellent"
Very High,,medium,2,high,3,low,1,very_low,1,2311,"Very High, medium, high, low, very_low"
Very High,,medium,2,high,3,low,1,low,2,2312,"Very High, medium, high, low, low"
Very High,,medium,2,high,3,low,1,good,3,2313,"Very High, medium, high, low, good"
Very High,,medium,2,high,3,low,1,excellent,4,2314,"Very High, medium, high, low, excellent"
Very High,,medium,2,high,3,medium,2,very_low,1,2321,"Very High, medium, high, medium, very_low"
Very High,,medium,2,high,3,medium,2,low,2,2322,"Very High, medium, high, medium, low"
Very High,,medium,2,high,3,medium,2,good,3,2323,"Very High, medium, high, medium, good"
Very High,,medium,2,high,3,medium,2,excellent,4,2324,"Very High, medium, high, medium, excellent"
Very High,,medium,2,high,3,high,3,very_low,1,2331,"Very High, medium, high, high, very_low"
Very High,,medium,2,high,3,high,3,low,2,2332,"Very High, medium, high, high, low"
Very High,,medium,2,high,3,high,3,good,3,2333,"Very High, medium, high, high, good"
Very High,,medium,2,high,3,high,3,excellent,4,2334,"Very High, medium, high, high, excellent"
Very High,,medium,2,high,3,very_high,4,very_low,1,2341,"Very High, medium, high, very_high, very_low"
Very High,,medium,2,high,3,very_high,4,low,2,2342,"Very High, medium, high, very_high, low"
Very High,,medium,2,high,3,very_high,4,good,3,2343,"Very High, medium, high, very_high, good"
Very High,,medium,2,high,3,very_high,4,excellent,4,2344,"Very High, medium, high, very_high, excellent"
Very High,,medium,2,very_high,4,low,1,very_low,1,2411,"Very High, medium, very_high, low, very_low"
Very High,,medium,2,very_high,4,low,1,low,2,2412,"Very High, medium, very_high, low, low"
Very High,,medium,2,very_high,4,low,1,good,3,2413,"Very High, medium, very_high, low, good"
Very High,,medium,2,very_high,4,low,1,excellent,4,2414,"Very High, medium, very_high, low, excellent"
Very High,,medium,2,very_high,4,medium,2,very_low,1,2421,"Very High, medium, very_high, medium, very_low"
Very High,,medium,2,very_high,4,medium,2,low,2,2422,"Very High, medium, very_high, medium, low"
Very High,,medium,2,very_high,4,medium,2,good,3,2423,"Very High, medium, very_high, medium, good"
Very High,,medium,2,very_high,4,medium,2,excellent,4,2424,"Very High, medium, very_high, medium, excellent"
Very High,,medium,2,very_high,4,high,3,very_low,1,2431,"Very High, medium, very_high, high, very_low"
Very High,,medium,2,very_high,4,high,3,low,2,2432,"Very High, medium, very_high, high, low"
Very High,,medium,2,very_high,4,high,3,good,3,2433,"Very High, medium, very_high, high, good"
Very High,,medium,2,very_high,4,high,3,excellent,4,2434,"Very High, medium, very_high, high, excellent"
Very High,,medium,2,very_high,4,very_high,4,very_low,1,2441,"Very High, medium, very_high, very_high, very_low"
Very High,,medium,2,very_high,4,very_high,4,low,2,2442,"Very High, medium, very_high, very_high, low"
Very High,,medium,2,very_high,4,very_high,4,good,3,2443,"Very High, medium, very_high, very_high, good"
Very High,,medium,2,very_high,4,very_high,4,excellent,4,2444,"Very High, medium, very_high, very_high, excellent"
Very High,,high,3,low,1,low,1,very_low,1,3111,"Very High, high, low, low, very_low"
Very High,,high,3,low,1,low,1,low,2,3112,"Very High, high, low, low, low"
Very High,,high,3,low,1,low,1,good,3,3113,"Very High, high, low, low, good"
Very High,,high,3,low,1,low,1,excellent,4,3114,"Very High, high, low, low, excellent"
Very High,,high,3,low,1,medium,2,very_low,1,3121,"Very High, high, low, medium, very_low"
Very High,,high,3,low,1,medium,2,low,2,3122,"Very High, high, low, medium, low"
Very High,,high,3,low,1,medium,2,good,3,3123,"Very High, high, low, medium, good"
Very High,,high,3,low,1,medium,2,excellent,4,3124,"Very High, high, low, medium, excellent"
Very High,,high,3,low,1,high,3,very_low,1,3131,"Very High, high, low, high, very_low"
Very High,,high,3,low,1,high,3,low,2,3132,"Very High, high, low, high, low"
Very High,,high,3,low,1,high,3,good,3,3133,"Very High, high, low, high, good"
Very High,,high,3,low,1,high,3,excellent,4,3134,"Very High, high, low, high, excellent"
Very High,,high,3,low,1,very_high,4,very_low,1,3141,"Very High, high, low, very_high, very_low"
Very High,,high,3,low,1,very_high,4,low,2,3142,"Very High, high, low, very_high, low"
Very High,,high,3,low,1,very_high,4,good,3,3143,"Very High, high, low, very_high, good"
Very High,,high,3,low,1,very_high,4,excellent,4,3144,"Very High, high, low, very_high, excellent"
Very High,,high,3,medium,2,low,1,very_low,1,3211,"Very High, high, medium, low, very_low"
Very High,,high,3,medium,2,low,1,low,2,3212,"Very High, high, medium, low, low"
Very High,,high,3,medium,2,low,1,good,3,3213,"Very High, high, medium, low, good"
Very High,,high,3,medium,2,low,1,excellent,4,3214,"Very High, high, medium, low, excellent"
